train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
cc_align,25,gov,1,flores,8899.842765058245,21.577195823751428,-24.267770209148857,-5.315187105829082,-7.560415425447492,1.7063900776993198e-10,1.393317887612437
cc_align,25,gov,1,bible,5221.093824932945,30.341745112021872,-30.099199734837562,-4.561904058732999,-13.102196108746236,3.1499827100292216e-15,0.3395928589912749
cc_align,25,gov,1,gov,1.3744006719062323,10.693829838137237,1.351341559528253,-2.710150782389316,-3.8895135396395903,8.822182846397912e-13,0.3908945072970798
cc_align,25,gov,10,flores,261244.8292822902,7.5885506195519525,-26.17714664349282,-1.435863884938829,-1.23418609808538,1.6662569922530496e-12,3.851659977801498
cc_align,25,gov,10,bible,0.5211707293875901,22.5752585920393,1.2989355127819444,-3.8524571054452075,-14.64557749995135,3.636453085595941e-10,0.053752027733625085
cc_align,25,gov,10,gov,4.100438344790639,5.465101868169648,1.2734181021560909,-1.7451012663969552,-1.1078737488752115,2.743790468094255e-12,0.01550995457928572
cc_align,25,gov,25,flores,259252.52401019816,5.317502565590024,-25.085069958463375,-0.8855862135303357,-0.31464392569337357,8.293893593196879e-15,4.412395274236875
cc_align,25,gov,25,bible,0.9416662296774703,19.919196480108972,0.23135418982202027,-2.819786630584916,-13.015001442253844,3.124902777327972e-10,0.03486104527650886
cc_align,25,gov,25,gov,5.293265080103033,4.741283335979062,0.9448567587097516,-1.536705397705179,-0.6484138764994947,6.100268826331476e-11,0.2118874573517521
cc_align,25,gov,50,flores,8.21563163136253,1.1231655001233567,5.688074311837104,-1.7698470314551618,-2.912956447898565,1.3755557874523071e-08,3.3850052828310084
cc_align,25,gov,50,bible,5.653808422209666,0.03857719613471414,2.4223047855472646,0.7598379747494524,-3.027290421759005,3.615428090141356e-08,0.3323868424332527
cc_align,25,gov,50,gov,7.225798425825004,1.030631814722312,1.6433533035641226,-0.8116372629541873,1.067002902652406,4.84111762083015e-08,5.531840757310496
cc_align,25,bible,1,flores,0.602836268740832,32.630377263467075,-5.244511040311925,-6.685069012343981,-17.329926607899704,7.859442937103174e-13,0.08139998373850175
cc_align,25,bible,1,bible,0.05791665163677107,13.364811378563674,8.893404251068121,-4.368869731773933,-6.007767186128899,2.720784948244527e-14,1.5348279527246824
cc_align,25,bible,1,gov,1578.8041738057896,35.566758809943224,-26.62784495027054,-8.73314809688177,-15.605468553363357,3.520548349257844e-10,0.18628895267981166
cc_align,25,bible,10,flores,932.0333848816217,14.826526721262415,-17.823482491643777,-1.9147718376594804,-6.865846026916969,1.6547056166310914e-10,0.47660535404134213
cc_align,25,bible,10,bible,0.25813718165520877,8.12255135617218,7.908048341355636,-3.0440366607024267,-3.4352570069264066,2.517167215489501e-14,1.8491659436559966
cc_align,25,bible,10,gov,9.055245926577811,43.902113063375296,-19.511021392042032,-9.576587749104755,-18.62009905563723,3.0008984927949832e-12,0.2956324076196973
cc_align,25,bible,25,flores,463.4491861655905,11.18746753468176,-14.293049568269474,-0.42131036087790463,-6.21890647345302,1.9049304879749955e-15,0.46057345461738375
cc_align,25,bible,25,bible,0.531811888527046,6.524404767294817,7.11300758866194,-2.543401853217254,-2.746548824860504,2.532165365381255e-14,1.7096658746548115
cc_align,25,bible,25,gov,23.568637363272792,33.981772242308686,-17.666374344983915,-6.7350893324773455,-14.72584470459773,1.4610376399916967e-13,0.33656215329360484
cc_align,100,gov,1,flores,5400.933186699583,14.85916029026341,-19.77419535088852,-3.6636234687886056,-5.311370160078541,1.2370893888999141e-14,1.4824326210056085
