train set size,c0,c1,c2,rmse,kfold rmse
1,3.0100967570616843,-0.0004227317393445896,-5.776555340213613e-09,8.210991361566917,8.20708077221597
10,3.888609323299942,-1.3294998341421038,-8.293376543404818e-09,13.656979982271945,13.629705346333525
25,4.403257821631948,-1.3706661035427228,-7.229342288459528e-09,15.298095837172637,15.26776073289223
50,5.201572000099705,-1.64570916308975,-6.009351522837935e-09,17.358909855207198,17.810485032381763
