model,pareto,rawlsian,gov-1k-flores,gov-1k-bible,gov-1k-gov,gov-10k-flores,gov-10k-bible,gov-10k-gov,gov-25k-flores,gov-25k-bible,gov-25k-gov,gov-50k-flores,gov-50k-bible,gov-50k-gov,bible-1k-flores,bible-1k-bible,bible-1k-gov,bible-10k-flores,bible-10k-bible,bible-10k-gov,bible-25k-flores,bible-25k-bible,bible-25k-gov
linear,True,False,1.993891184070672,0.7122915402032526,3.778008592990323,1.8573297964391124,0.8702054107771332,2.9533918963190757,2.2110897871331576,1.075715862789942,3.617082350191562,1.464387308498014,0.7125725672309469,28.40000855205092,0.5122748737282674,3.123593654482859,0.3148074545285953,0.7140177942882665,3.375771032346692,0.5490289352585943,0.7320913842395889,3.4298436970464032,0.6669708134573786
poly2,True,False,2.19273279143817,0.8359345560671739,4.173917088548637,1.790457829990706,0.9490167379069628,3.1594344107770973,2.1216629426623683,1.1684727472893954,3.640539202347687,1.4143645493079111,0.7088816180404843,28.0007192497406,0.6072926757430096,3.188171204110375,0.3445676196038497,0.7127684539349195,3.503986986937709,0.5991818278204191,0.721724318088498,3.864021250966749,0.7510633214473101
poly3,True,False,2.164461441931482,0.8014300306165068,4.341805043919697,1.839487768295227,1.1496455109816188,4.425322710688571,3.113844701006043,1.2883312787826238,6.373852790923928,1.381598658476574,0.7065006295238229,27.73994175124123,0.6849358880960443,3.2783649306332308,0.3446588530838713,0.8177846634175185,3.732685538663208,0.5962173378114335,0.7478937774540138,3.5171727470177503,0.6947542834641081
exp,True,True,1.97843446378096,0.7249301413910653,3.7337340323921295,1.9175143826760412,0.9112335161479824,2.836979578005764,2.281513496979446,1.0948082772134229,3.4187111654393183,1.0227060091081717,0.4794185210991375,11.50971745453908,0.5101902432945188,2.9863793919692734,0.3161434542637042,0.7205055418387504,3.198785233521444,0.5513339989651819,0.7391300687803618,3.2498569756728224,0.6760088486736591
log,True,False,1.9932688910700385,0.712985302967511,3.777873237861462,1.8644297703009296,0.8710652951761648,2.9493897663633644,2.2198144641588966,1.0763683902828045,3.6110284050741415,1.559397356354104,0.719730028872965,29.16216412324832,0.5121482293918167,3.1265026399718105,0.3147026712576816,0.7149498221028191,3.378644755781065,0.549204696280621,0.7331469662205531,3.4340452198291778,0.6677397888692562
power,True,False,1.9826394904093756,0.7276703942347582,3.778436560796156,1.9330645666092123,0.8963442350762616,2.9674104910621213,2.296396998169275,1.090765643260864,3.6372557255406632,3.4898214358222117,0.6069999263691246,34.270077237802944,0.5100931948533379,3.124577207158743,0.3206825174513024,0.7217679927925849,3.382188703808987,0.5515206931884318,0.7405549713746173,3.432828749499207,0.6777288859817192
hmult,True,False,1.9903423135935328,0.7146251898614073,3.858850491532331,1.8969605959557505,0.8738349218697232,3.85796673241709,2.260810154938912,1.0784050092991475,4.579879464861268,2.132099924632277,0.4461950939415227,36.97352259683967,0.5117395678661906,3.15466486499268,0.3144020411908718,0.7172852593266003,3.677431415491129,0.549503818827572,0.73591738748324,3.8421953610634487,0.6696451736804148
