train set,train set size,c0,c1,rmse,kfold rmse
gov,1,10.086886649072428,2.358290265305647,8.257768564461019,8.306999029170777
gov,10,16.16393273332698,-7.547471875287795e-09,14.041780370552193,14.132667446038559
gov,25,18.39027958073526,-3.96222517472251e-09,15.427717415892802,15.526144062207251
gov,50,16.062395771926333,-4.112141851815952,17.208665278095875,17.5025417287286
bible,1,6.207226504177129,-3.57079380161597e-09,7.822948189463056,7.861917870636108
bible,10,10.384862036838495,-3.7983290263984875e-08,12.381535890005065,12.445095335569508
bible,25,11.906657852281281,-1.3496302140190227e-06,14.194341620551747,14.267336234650077
