train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,-2.9688119602497823e-09,-1.4354906984836755,-1.3596418284933989,4.772903744203411,4.813551887332755
gov,bible,0.0,0.0,0.0,1.568615808780326,1.568615808780326
gov,gov,3.099303734587184e-09,-4.314465347394221,-0.3319965038149881,11.924321338647008,11.946094313269551
bible,flores,0.0,0.0,0.0,1.4116184564770562,1.4116184564770562
bible,bible,-5.097425291169317e-10,-4.386313570809518,-0.005781222991971324,8.434629934946773,8.446319166529015
bible,gov,0.0,0.0,0.0,0.7505553499465134,0.7505553499465134
