,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,26.801810278422725,28.020686103290924,0.4023452871380896,0.6771084632578259,0.6826973898665599
1,poly2,,11.456320281209008,12.675196106077209,0.9722311417904296,0.29974479291298295,0.5154351053944684
2,poly3,,11.315389374731861,12.534265199600062,0.9730029121383867,0.3537341060461037,0.5940072826072109
3,exp,,26.481128358022417,27.700004182890616,0.4394733434681346,0.7317067520686482,0.8633922817937025
4,log,,27.15803003717955,28.37690586204775,0.358212574648911,0.38982658310994955,0.35148784857112103
5,power,,26.875209441174718,28.094085266042917,0.39350710321694393,0.9130837176616973,0.8751307462932792
6,mult,,26.875209441174718,28.094085266042917,0.39350710321694393,0.9130837176616973,0.8751307462932792
7,hybrid_mult,,29.204292532429683,30.423168357297882,0.033665898918317505,0.20083463615288277,0.37672424796798476
8,am,,26.801810278422725,28.020686103290924,0.4023452871380896,0.6771084632578259,0.6826973898665599
9,gm,,26.801810278422725,28.020686103290924,0.4023452871380896,0.6771084632578259,0.6826973898665599
10,hm,,26.801810278422725,28.020686103290924,0.4023452871380896,0.6771084632578259,0.6826973898665599
