train set,train set size,c0,c1,c2,c3,rmse,kfold rmse
gov,1,4.68176597698752,-0.01247032801276146,8.1026673651624e-09,0.009386812138054946,9.011620802817678,8.882633760584799
gov,10,13.208766145652993,-5.90478578135552e-06,-7.676035098869969e-10,0.0013472323729706215,14.359482114094966,14.897862141198846
gov,25,12.509564172938864,-4.42958082933673e-09,5.270958380626421,-0.15415635406916933,15.607989214047507,16.2034809989232
gov,50,12.608190908926344,-3.7422373042683596e-09,5.897918055126583,-0.028568199120022005,17.466329394822452,18.10310647397552
bible,1,3.750219965288489,-4.2421710799844195e-09,-1.1950952646879882e-07,0.0003433054617506599,8.215492529536586,8.07118571205768
bible,10,8.459948308432706,-0.0008489713742221552,-6.025413406008848e-08,-0.03479269575176566,12.535059852795419,12.503802894942556
bible,25,9.45576288686018,3.2214647907254694e-07,7.115200014434705e-07,-4.861199800981173e-06,14.412321692095855,14.305279955566755
