model,pareto,rawlsian,ka,gu,hi,si,ta
linear,False,False,10.924003120684407,11.59217372181696,12.253307411311257,16.674753648513313,13.562825679615504
poly2,False,False,10.801009403002809,11.531831304465788,12.322457525299292,16.84306614504639,13.708437631819596
poly3,False,False,10.80102343673034,11.531815725935155,12.327543471070053,16.8906593764813,13.74954829371759
exp,False,False,10.982108251578031,11.612599405955764,12.36005946896113,16.865030134071965,13.71959527850776
log,True,True,10.774913281037074,11.506232131607378,12.126036070235196,16.4654489148085,13.41647751458161
power,False,False,10.80335878654228,11.51235083347012,12.134250474304938,16.535944354787528,13.46806191007359
hmult,False,False,10.866268165479005,11.549739511035463,12.188788777821664,16.61096058002581,13.505125326395264
scaling,False,False,10.78613504112917,11.508687979730585,12.143630163937024,16.547191615158262,13.478805451804565
