train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,59.1385728206887,-123.46319344881923,11.522847434141422,1.5673181543076593,1.5967992721805795
gov,1,bible,22.91222410589512,-51.73514568591928,6.525667412412882,0.3307297135422326,0.3451227569504426
gov,1,gov,-1.115870361783538,24.457082532128627,18.79163749493283,3.1193625338765867,3.1672942512001954
gov,10,flores,129.8360388179866,-255.36310835763337,12.257113136013773,1.344443160668739,1.4112350631040897
gov,10,bible,43.52262672460404,-92.52619872075599,7.275133726917913,0.5029087505491514,0.5170822038332576
gov,10,gov,-69.06452967996744,221.2663716826268,-7.089734383369028,2.4968161274210363,2.6169405562712864
gov,25,flores,147.17784034908465,-288.9793626350795,15.278202580497963,1.549797149779587,1.6307469114498745
gov,25,bible,47.631599058841566,-101.93521306195056,9.284468870769897,0.5846664163254547,0.5987250418974127
gov,25,gov,-83.59568329849475,261.9241206237063,-10.012533298709242,3.0099397984802825,3.1678325563091
gov,50,flores,118.90101583436946,-210.87112690294225,-3.288610524413956,2.9007785717557725e-15,1.0458905879232634e-14
gov,50,bible,33.51932257634364,-65.4753967195629,1.600213361781597,4.48508116795402e-15,7.333077005770882e-15
gov,50,gov,-203.64714026386238,559.8681974800926,-63.778396259286154,2.0097183471152322e-14,4.1835623516930536e-14
bible,1,flores,15.266872242872719,-33.11427612791044,4.2002993859237305,0.30984438093725153,0.36348574909862985
bible,1,bible,-30.236977663763145,103.15595080069704,-5.562994511152658,2.4889803151689214,2.918600394203507
bible,1,gov,11.954631141721519,-25.5192045753089,2.314561856583302,0.21238322654661665,0.250262675691903
bible,10,flores,27.349303890540686,-58.13335937173071,6.865658352713729,0.3586711603612377,0.5234681738034455
bible,10,bible,-58.43585947942633,193.71281306658963,-16.595214018071974,2.213737030171378,2.8373076205396126
bible,10,gov,22.544010657815676,-48.24753075647688,4.706191722982375,0.3239399346666058,0.40804397889883864
bible,25,flores,27.622893117344272,-57.99857300112283,6.789478252917892,0.3242939270820065,0.3405100371600716
bible,25,bible,-70.58524537477673,231.70639035310475,-21.644441719397946,2.2949081121534505,2.345488566356342
bible,25,gov,24.810482254673808,-53.55300881312058,5.72494606115958,0.3660657396310067,0.3813017945331704
