c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
-2.0598848505290834,0.29173562649241375,-0.0024712362783387877,-18.42803265154436,1.6211268869303506,2.401199412196592,-0.5244066220441115,-0.02426278384393948,-0.47041883578230465,-0.3666834592625956,2.7510989679547686,4.993374682655141,-6.431787830198005,-10.366568153097306,-1.567314367167918,-0.8499305887917307,4.649444979696635,4.697592819884088
