c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
7.100928327991679,0.8990760794494181,-0.03412724435886764,0.0004140775385910009,-41.10801061551737,-26.79131000005999,-14.599162820382032,3.8829267400284433,1.9268703385662955,0.7406145945884973,2.817478985753468,0.7801947515686461,-0.18911917594609973,2.4428957338096136,0.4643251989052551,-0.38768579270193454,4.816933808390229,3.2666002404853174,2.18324726667039,5.085092575033013,3.2708427372588877,1.6380141043136436,1.5304479700211113,-0.23029452697838187,-0.4900239477022713,5.162480218998009,7.346549346872154
