train set,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,flores,4.851527428804514,0.0002518594675397896,-7.987756308987738e-10,3.9407135095833135,-1.4556652527783574e-05,5.780650703400996,5.879300586773427
gov,bible,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,12.646701658770201,8.366395371590818e-06,-2.458675755764917e-09,10.46766977193954,8.51189021597719,10.49615355430654,10.677827086956535
bible,flores,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.83187456851368,-0.04213392057045879,-0.001496025547444992,3.505669782041411e-08,-0.01916889611800891,7.600134821838294,7.7366480338178425
bible,gov,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
