c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
46.11476676462088,2.0372690597093976,-110.1699110662136,64.10034067805339,0.0,0.0,0.0,0.0,0.0,0.0,4.614948096877822,4.636213560832952
