,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,12.037310647909361,10.415111324331466,10.82821435357893,11.201479752136148,12.316806420438846,15.424941389061416
poly2,False,False,11.98334494270697,10.334439938169313,10.75039189713539,11.172524831215634,12.276979991081182,15.382388055933326
poly3,True,True,11.949143915284775,10.338961043431054,10.748229987866049,11.110574785874796,12.23080730202872,15.317146457223256
exp,False,False,12.072012958166422,10.440844795116606,10.855720392882366,11.236560177501987,12.358963177162773,15.467976248168377
log,True,False,11.96471878520703,10.31607329843498,10.741145522213412,11.158882077601604,12.259712848046991,15.347780179738162
power,True,False,11.961603420956244,10.330278875459138,10.756418316305698,11.138547713904092,12.244424791770731,15.33834740734156
mult,True,False,11.959343355022046,10.322356362142068,10.752035873207069,11.141609762758236,12.244823630149986,15.335891146852864
hybrid_mult,False,False,11.990438158414461,10.372974792396915,10.78610896408044,11.155007420819752,12.265885350503012,15.37221426427219
am,False,False,12.492771026775351,10.842962390072422,11.152330938793764,11.726020843035862,12.796051112199684,15.946489849775022
gm,False,False,12.359268585542399,10.72603335787903,11.014291656974033,11.58857851467854,12.657480489472288,15.809958908708095
hm,False,False,12.31943234249827,10.667958902725582,10.964945895971832,11.55658044297816,12.628324645988702,15.77935182482708
