train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,41.17929245696307,-96.7595588575652,62.6280444224696,2.0920982396636174,2.5959383347706906
gov,1,bible,-26.59553088106949,84.2260033676871,-64.0019397451445,0.7149397498491069,0.8737874378730044
gov,1,gov,79.3175620860074,-201.7777226607791,165.11895013743728,3.3282150135756967,5.757717668275905
gov,10,flores,24.32270490557107,-5.428540510420431,-18.84440633398849,2.7927650212873236,3.987876520676019
gov,10,bible,-8.85306655958612,42.5533826893548,-38.67622319202988,1.0493131847818222,1.3027191944905872
gov,10,gov,180.64136422275698,-481.29949746251884,388.8414093977415,0.7266968066145294,1.110025729309223
gov,25,flores,10.320442188385492,45.57318620305427,-57.94008515937585,3.2194373203309152,4.5909920171673635
gov,25,bible,-17.09615177611693,68.55353891367835,-57.918739550716964,1.2125400326075295,1.4809687867121326
gov,25,gov,211.1054234465898,-569.8643219186027,460.82122668898836,0.7214051349321114,0.8797100304459248
gov,50,flores,229.82493961253195,-600.9454013276592,412.9067652387894,3.4910890374878777e-06,3.6411271282334092
gov,50,bible,42.1714251227185,-107.85713009298449,71.4285606957465,2.3211880581022889e-07,0.6475798884803531
gov,50,gov,215.23081282674525,-582.4383854931717,474.31152190566024,4.0590965415639705e-06,3.7163970577388885
bible,1,flores,-1.9056794992958488,11.382636470329748,-10.105714206752342,0.5241046551329447,0.6844926988140352
bible,1,bible,258.0513296419026,-732.7759736494577,551.4369321557488,1.4628120090581018,2.7491118474583693
bible,1,gov,3.923430874471082,-7.086805556003822,3.291599435123573,0.34489381075378633,0.4252134282493234
bible,10,flores,-20.865312765629337,71.95133955337992,-55.26365763770835,0.7531734479989944,0.9349484453026891
bible,10,bible,314.8156847667994,-880.9608497351935,668.5195118009656,0.4834875288241847,1.084656935098261
bible,10,gov,-2.687310435345903,16.25344056049454,-15.144107232326531,0.6134268300425022,0.7480950140678726
bible,25,flores,-28.440872428068058,95.77964290774723,-73.02855926198495,0.7456796764001632,0.9242921977974345
bible,25,bible,332.47235202705355,-921.9200274170627,699.2053306027437,0.6229391086699464,1.3952552761185726
bible,25,gov,-16.147018462141794,56.14942489024365,-44.059398319803236,0.7230472079129402,0.8924065004302101
