train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,8.446996152022491,-1.2752859919986939e-05,1.4724753983330288e-10,5.752241628454404,5.857340009061892
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.741199817598694,-8.650239486391777e-09,-0.00015217323818119078,9.9707235841775,10.239352574471134
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.686380238079472,-0.23126772854003497,-5.127644856467884e-09,7.570074453298789,7.5747331312617385
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
