train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
cc_align,25,gov,1,flores,17.419497607591325,6.687168026177856,1.0863628485881027,-5.279403040678064,5.760047177329799,-40.15094175655899,-5.495974316140304,5.882181258975115,0.4484075441641675,-5.704509843082374,12.075307979256547,-7.355253858113605,-10.450015862272723,8.316451808010848,-3.5760253533035753,-12.709881952310779,-6.12094517730137,-7.328537064143066,-5.623801779345482,6.474879437397399e-10,1.4380700035813572
cc_align,25,gov,1,bible,3.535574655954113,1.4964323171621123,-0.33008717123662107,0.398741955439616,0.547292620523119,3.8128836868157245,-2.7863929142302215,1.5410671954034196,0.4084841579628135,-0.45437386141427333,1.0033628047094372,-1.3536107641346422,-3.2385531408436896,1.8558350061021247,-0.13120710397642998,-2.829773287933953,-4.566537680434467,-6.625560496262904,-4.476400493783555,2.2432349166428589e-10,0.21584786031801298
cc_align,25,gov,1,gov,14.722536062364465,9.889580038117066,6.494373253796777,4.174797935504364,9.106270861367788,7.435566288135188,1.2325107684769143,10.670366803017405,-2.4907585595749224,-0.39569221987824776,10.830673299232103,5.3495748826609395,-8.37210982156321,-12.115208678616918,-2.6790216621080414,-10.418452605299095,0.22376085224167735,26.185923873357122,4.170744075810545,1.130067459058531e-09,0.14727599729234148
cc_align,25,gov,10,flores,31.152431348125138,-79.51639293540379,123.31570560437883,-33.16121784312668,79.66377073413128,-31.53471645693146,-28.846545087376157,-21.612365773575807,0.7431504591855399,-2.045254906408719,19.501063356635722,-19.714899408165298,-20.979932743320543,25.65707851607821,-35.154918189374214,8.922372591032985,-39.67592010321232,-35.54097802340494,-28.001710816421525,4.109785200541746e-10,3.574764162586696
cc_align,25,gov,10,bible,3.1658163376909574,1.088081882311449,-4.434077941289453,-24.29802369041794,-0.8847361721720417,106.43946220358636,0.1699642815120097,3.4387534902573216,3.065804014519054,2.359042455159595,-5.8401534838618865,-2.7621003759362632,-4.0305069349450005,-3.047658754921662,-2.4738680991663373,-3.7402358728192864,-22.330695008989228,5.898719839404886,2.1828799403384034,7.720108211658054e-10,0.027353135846178416
cc_align,25,gov,10,gov,13.864823527148026,9.2416248652443,6.57860513154199,2.493445557982109,10.295886093644494,35.125759820904975,5.837446682305304,0.6575083487026964,-5.678254078610654,-4.0877698246707785,8.803321850487107,9.463345817037144,8.822060607503008,-2.426031792351964,-4.900102189748491,-9.128206266503563,-3.626422657709705,19.63865578880145,8.64411523513194,2.0863826430942908e-10,0.4868128748410023
cc_align,25,gov,25,flores,35.67946620190889,13.525072790093432,-11.216604344932268,-10.71909180333633,-28.226354823254823,-15.631379107216466,-15.635013313415195,8.387040927742312,-9.479963067791346,-10.321431787637357,18.37011647262312,-4.4394044522823775,-18.536976487725592,20.270245841604297,8.476588869570476,-20.406920043910556,-32.722435449432055,-29.646796961935266,-21.421165793539615,5.389513417340876e-10,3.4665536893903335
cc_align,25,gov,25,bible,4.88847467555771,2.3194620372664283,0.773901288673223,-0.10206978434208178,2.2562032470135023,1.0373432145476122,-0.5059784563719133,4.2150098164462095,3.0900160951344087,1.9634778233314232,-1.2189164485307042,-4.222288349299634,-5.479220199454805,1.7530122501574765,-1.6276708736330818,-4.4131305765905635,2.0284896355379054,0.13445790555306425,-0.19888046650542682,2.7171088424162417e-10,0.054976755084371734
cc_align,25,gov,25,gov,26.204047668300557,23.234615580611266,-23.105350257020806,24.972579743137846,15.94506092634991,2.707857335893521,1.9310269322211215,-1.0540596575558434,-3.777474276621284,-3.8946477054753763,15.921158441458195,12.40645591912692,9.894971967205215,-9.677353390806626,-44.7785553058948,22.070424369279262,13.020635589543751,5.230291337753182,2.160068066784971,3.1126021814568296e-12,0.31678019762100784
cc_align,25,gov,50,flores,15.025256088281806,-0.33837308534914495,-4.330827001434814,-5.35620543809814,6.4658720628107025,0.5965233268126178,-0.7378611030302437,-7.029575919738921,-9.670141361819057,-7.888742559098949,-0.17007831348504607,-7.24588293701089,-9.529641135286568,10.282426338142555,-0.7727302982276686,-0.3343990211484006,6.750824221891485,8.686099671968497,-0.15895793678095313,9.30354713704459e-09,3.014506738130842
cc_align,25,gov,50,bible,1.1880073142356777,-5.106341420957168,-3.1502498576168225,-1.4616568771467937,-0.2207397891385571,-0.9291077530934155,-0.9159592002671435,-2.1558191594116356,-2.5728226348809007,-1.814790545938416,-0.21483694270603781,5.508690529752833,-5.250089189368867,1.943618455563625,2.9236521010302567,4.210577734379294,-0.020162661745236662,-0.6437593120280872,-0.5450391209811125,2.5608189582301484e-12,0.14407023980667757
