train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,-2.583421823226679e-09,-1.827627784171573,2.275604786432432,2.1236748146339526
gov,1,bible,0.0,0.0,0.8136338242723196,0.8136338242723196
gov,1,gov,-7.170684188238579e-09,-4.09346886477313,4.972823527770687,4.8644565382098115
gov,10,flores,-1.0216961040982968e-09,-3.3880031514671134,2.5503414406033147,2.5681241822434164
gov,10,bible,0.0,0.0,1.630950643030009,1.630950643030009
gov,10,gov,-3.525564179189715e-10,-4.8658255573405995,7.840630709319159,7.8629538434642665
gov,25,flores,-1.479424728257681e-09,-3.6413629006529393,2.796719042989714,2.815519001111542
gov,25,bible,0.0,0.0,2.0644611887851028,2.0644611887851028
gov,25,gov,-4.989392631700932e-11,-4.956625098647498,8.955477057661154,9.062959432234402
gov,50,flores,-5.062181537936997e-09,-3.707332145099394,1.726694253671568,1.7803398408389906
gov,50,bible,0.0,0.0,1.457166199626293,1.457166199626293
gov,50,gov,2.6022897299695373e-07,-5.143692390605717,11.390289684200026,10.83222735643798
bible,1,flores,0.0,0.0,0.5621387729022078,0.5621387729022078
bible,1,bible,-2.8614305909602108e-09,-3.838717249548669,4.136451716907391,4.169268335636027
bible,1,gov,0.0,0.0,0.5253570214625478,0.5253570214625478
bible,10,flores,0.0,0.0,1.5218409903797439,1.5218409903797439
bible,10,bible,-7.022437564341725e-10,-4.505186986008252,6.170396179752353,6.234491969345809
bible,10,gov,0.0,0.0,0.7443117626371357,0.7443117626371357
bible,25,flores,0.0,0.0,1.829207478663916,1.829207478663916
bible,25,bible,-2.123882955491287e-09,-4.695273817704611,6.959399532198821,7.047315561778213
bible,25,gov,0.0,0.0,0.9273618495495703,0.9273618495495703
