,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],0.1873831926254731,[-1.0],5.192158278970527,[1.0],18.742099683166625
kfold,[1.0],0.20742850951067213,[-0.5],7.935477988245071,"[-0.5, 0.0, 0.5]",21.54950742657045
