c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
8.082269501887438,4.5114173339585295e-05,1.7552337971541435e-06,4.569813351621488e-05,9.339653235644846e-07,3.426617156087409e-05,2.2431073486481676e-05,-5.077280960890172e-05,2.7090371374963733e-05,-8.231786149124006e-06,2.2127459726990963,-1.0318634179354742e-06,1.6431172508411905e-05,0.00046793859100686394,-1.069878793587978e-05,-1.0381348724786884e-05,14.02817152026935,13.958770495779227
