train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.174307528554575,-4.597892815464533e-09,8.839820538820005,9.06377240781233
1,gov,7.393452947705435,-2.994792642616249e-10,9.943925139749823,9.75796430250652
10,flores,4.561167267887522,-2.3524219530114025e-09,5.945465921850568,5.653448329450224
10,bible,12.43599776560798,-9.811114444600164e-10,13.296978105757548,13.621012663648006
10,gov,15.613690586478818,-1.897016298553857e-09,17.11772914804446,16.953728602408024
25,flores,5.802284342153911,-8.792605143155712e-10,6.995348326330989,6.787593262487593
25,bible,14.714410920266904,1.8764696735571074e-05,15.095202265580488,15.428905376075924
25,gov,17.601678831813047,-1.0389770202169236e-09,18.980117062284773,18.82633742741348
50,flores,11.818965483151407,-2.748311308930209e-09,4.166052333175153,3.5761947623272854
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.833258155051276,-9.571774689974725e-10,5.8934368683690215,5.6010140485729005
