c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
5.957341906361151,-0.757188702515451,0.046850666250672184,-0.0005980435105289476,-12.155832082761325,3.4857497527599426,2.8758658342651953,2.7106435666332964,4.200468598240384,5.195884526416328,2.1178689063926197,11.749801982794711,8.112747018312911
