train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,6.1514671372784795,2.272286807008127,1.9576787690397618e-08,-0.0007690012755159869,8.111917216787997,8.11675310091198
10,13.24516592484439,-1.9108832517566923e-09,-0.0017076995655728319,-0.017113489220600173,13.552466933061362,13.55808351279494
25,15.185092250470186,-4.274750657787185e-10,-0.20213825780484257,-0.0520548969609075,15.176073802056042,15.182048153025423
50,20.061789569078755,-1.7564313312864174e-07,-2.191002703179977,-1.024408542039808,17.21885057539522,17.491765790492884
