model,pareto,rawlsian,all
linear,False,False,13.712879694245558
poly2,False,False,13.693119906612662
poly3,True,True,13.6928293349076
exp,False,False,13.712856115398926
log,False,False,13.712634117579984
power,False,False,13.712612950161883
hmult,False,False,13.711988298382815
