language to,c0,"c1,1","c1,2",c2,rmse,kfold rmse
ka,-3.165503019925043,0.798048578526793,-0.02019080711035506,-1.404217746632066,6.09609601601532,6.197076672493242
gu,1.8224188137494461,0.6206703590161354,-0.014600123532004912,-1.3603923713618518,8.188308439629942,8.323774335991983
hi,0.593215538948028,0.1674888098062299,0.0007954424346616913,-1.4778493662236338,6.550261866602868,6.710953403248359
si,-0.38084814806050815,0.06300865932412356,-0.00025206118016808394,-1.6627264011212175,2.999324287946346,3.0532591148821444
ta,-1.4070719841866048,0.05568434809961047,0.0012366053769399022,-1.4956657290213784,3.7918865055426623,3.873441249724661
