train set size,test set,c0,c1,rmse,kfold rmse
1,flores,2.810190325726066,-7.598551233274868e-10,2.375895831829205,2.3905630016934514
1,bible,5.88317255838038,5.333619990572057,8.384697614024931,8.443236575843901
1,gov,7.345529863733757e-07,17.573550021934125,9.54394174125418,9.648393615847223
10,flores,7.009842302841508,3.307266222140883e-08,5.395082556762905,5.430900616147845
10,bible,13.483414440754458,2.3331868640993436,13.073529485295863,13.168622223418883
10,gov,8.133461836752508,17.583104002196293,16.9016249736398,17.042124755088732
25,flores,8.399777309360998,-9.520111934992588e-09,6.4751079001614755,6.518090830209481
25,bible,15.40064752673046,2.9988432820215674,14.895605087485906,15.008263865288495
25,gov,7.56660823321375,22.166779237814303,18.76688558568742,18.930057154515648
50,flores,34.97510270556386,-36.75018258207497,1.7118376494216487,2.4750958021121257
50,bible,2.1287430260848343,-8.938779806640383e-09,0.8738766642876016,0.9677532199719397
50,gov,1.6938867290333577e-06,74.61815400889674,3.5825232927258965,5.226176532703357
