c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
26.964928710757572,26.440638469515743,-50.19357869805888,32.53278583853906,-1.4955270108607528,10.71780724925942,3.8536746188319833,-7.821506493602185,0.20843145105519367,-28.47469467535469,-15.11086311785566,6.482073426101776,6.597256536786223
