c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
23.954749577506448,17.094913393041907,-8.526867625294573,-68.4178891592893,11.139110553545985,5.066070638071191,10.05037175604281,4.145042516095499,2.80280681782883,-2.05191696860792,5.927508217836142,-1.5328674761038572,2.6394705709731094,-16.54432124059095,9.749593203088772,3.950045575293823,4.475992713992637,4.517889747932498
