,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,3.1492082886818005,0.74565407529229,2.335950912726264,3.0843057399014016,4.229675694068073,5.033048876855798
poly2,True,False,3.3498418074468903,0.74565407529229,2.335950912726264,3.98775068129888,4.795264516219505,5.346191060370156
poly3,True,False,3.4328175402064742,0.74565407529229,2.335950912726264,3.917675427619488,4.864789895415329,5.609502905338929
exp,True,False,3.4195868845655686,0.74565407529229,2.335950912726264,3.033356366389796,3.9484917168612097,9.747790341631593
log,True,False,3.3015833089394637,0.74565407529229,2.335950912726264,2.874369496080836,4.361061790495487,6.572270705345403
power,True,False,2.3396546105989064,0.74565407529229,1.1410521460476728,2.124170561318655,3.4123772159790624,5.043086125919199
mult,True,False,3.175307740850135,0.74565407529229,1.5282086155651615,2.395829710142188,4.288596058591372,8.478846223179891
hybrid_mult,True,False,3.078396483360995,0.5253570214625478,1.45473910251932,1.671724986214434,4.650461638860045,9.387810646862452
am,True,False,3.1218852321915582,0.74565407529229,2.335950912726264,3.0845834263332708,4.26519828600626,5.647243433524358
gm,True,False,3.1142674957199565,0.74565407529229,2.335950912726264,2.988392249408704,4.253635503694306,5.611777432395622
hm,True,False,3.1176838508958142,0.74565407529229,2.335950912726264,2.988729667415015,4.22029771597506,5.610896674041846
scaling,True,False,,,,,,
anthony,True,False,,,,,,
diff,True,False,,,,,,
