,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,1.6705403674750148,0.1005565536575086,0.6330200311855333,1.0212885656856696,2.9468632074714787,4.007800386491998
poly2,True,False,1.6524640221822908,0.0699296007072116,0.6114350222219515,1.0099770686892742,2.944025119788144,3.983674123728
poly3,True,True,1.6405224694138325,0.0465593141713214,0.5997333266749777,1.0042881974906073,2.950306187942025,3.960300256659642
exp,False,False,1.8420221891219417,0.3392010295358056,0.7017871775510321,1.5095089168688396,3.008239149658807,4.033117585188958
log,True,False,1.6706005196225784,0.0987134641016721,0.633939358306981,1.0223152414022256,2.940868533570681,3.999576044054973
power,False,False,1.6933717885903903,0.0796860485177563,0.646241732120386,1.0429259459520368,3.002248408436773,4.024221049329023
mult,False,False,1.6933717885903903,0.0796860485177563,0.646241732120386,1.0429259459520368,3.002248408436773,4.024221049329023
hybrid_mult,False,False,1.8761269389466821,0.0933265623450755,0.6364153790737501,1.0259599836856192,3.4038015773993817,5.334772432673084
am,False,False,1.6705403674750148,0.1005565536575086,0.6330200311855333,1.0212885656856696,2.9468632074714787,4.007800386491998
gm,False,False,1.6705403674750148,0.1005565536575086,0.6330200311855333,1.0212885656856696,2.9468632074714787,4.007800386491998
hm,False,False,1.6705403706871473,0.1005565536575059,0.633020031197306,1.0212885708079564,2.9468631888559726,4.007800395763867
