,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,1.8307288817378535,0.1897366596101027,0.2983286778035248,0.9456416920765996,2.942278029011044,5.751186566437139
poly2,False,False,1.8755908583111278,0.1897366596101198,0.2983289308910843,1.0125346132812143,2.942280815757941,6.2322501233649605
poly3,False,False,1.9171519387973117,0.1897366596101047,0.2983297686754196,1.0473986259097543,2.942278816612442,6.851876165076718
exp,True,False,1.8443056537492717,0.1982026697113781,0.2983286787401572,1.0821225254674531,2.880016670420689,5.60280729541983
log,True,False,1.7848795344010082,0.1897366596101027,0.2983286778075381,0.9033271832508972,2.94227802901097,5.276593090364863
power,True,False,1.9107100494333242,0.1897366596101027,0.2983286778035255,0.9033271832508972,2.974696129926181,6.651745633158436
mult,True,True,1.8585481689700696,0.1897366596101027,0.2983286778181382,0.9118639856185352,2.94227802901087,5.2325858500351305
hybrid_mult,True,False,1.7688070189625822,0.1897366596101027,0.2983286778035969,1.0312972474325832,2.942278029011257,5.253719820228865
am,False,False,1.9981026396782628,0.1913764032110659,0.4318586936250982,0.9356281320067664,3.549883736785585,5.568538766819738
gm,False,False,1.9727106029128116,0.2033608255366874,0.3216620826743805,1.0907225077303675,3.586359755123937,5.49503442399494
hm,False,False,1.9920470690124166,0.233228963088168,0.307423125538035,1.3375827863701872,3.502534125189112,5.44301520771474
