,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,1.6473094964558033,0.2910365074576209,0.7619489308577471,1.6823952472524917,2.4653739528534846,3.3943239523993367
poly2,True,False,1.0823328393421472,4.1125634108106465e-14,0.5812830751046417,0.7291871732653544,1.2274409459912443,3.3289945019816
poly3,True,True,1.0768287931068883,9.603285838349173e-14,0.579184690443778,0.7261265319393448,1.2249936635269811,3.294772666826595
exp,False,False,1.5991504493453104,0.1930769475952687,0.7703411519719289,1.477895396539739,2.406693721820629,3.3827710126353905
log,False,False,1.6797708417281532,0.2605296380009155,0.7654730028687633,1.5713670657434038,2.520235354952026,3.411148455739872
power,False,False,1.6346018691418553,0.1688247580277373,0.772901795816432,1.3755935360981075,2.467662237607392,3.3961519407283456
mult,False,False,1.6346018691418553,0.1688247580277373,0.772901795816432,1.3755935360981075,2.467662237607392,3.3961519407283456
hybrid_mult,False,False,2.0857474504079447,0.1869676387974124,0.7697648192354586,1.263478815183222,3.357524092795112,5.239876966548038
am,False,False,1.6473094964558033,0.2910365074576209,0.7619489308577471,1.6823952472524917,2.4653739528534846,3.3943239523993367
gm,False,False,1.6473094964558033,0.2910365074576209,0.7619489308577471,1.6823952472524917,2.4653739528534846,3.3943239523993367
hm,False,False,1.6473094964558033,0.2910365074576209,0.7619489308577471,1.6823952472524917,2.4653739528534846,3.3943239523993367
