,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,3.1298309231787274,0.74565407529229,2.335950912726264,3.0324923825836647,4.448639873065159,6.302254762118361
poly2,True,False,3.209063264614602,0.74565407529229,2.335950912726264,3.194177194408584,4.459677180602304,6.00937457081333
poly3,True,False,3.25681606708517,0.74565407529229,2.335950912726264,3.57624724675487,4.576475551404451,7.114185321539774
exp,False,False,3.5983366407682316,0.74565407529229,2.335950912726264,2.874369496080836,4.6796724850177185,46.5067499640293
log,True,False,3.1745138537122957,0.74565407529229,2.335950912726264,2.874369496080836,4.347306408309282,7.935744251937245
power,True,False,3.1251517246337315,0.7310530889648952,1.2473972903610142,2.754269413111216,4.570295006650978,18.82180991122487
mult,True,False,3.549690989462638,0.74565407529229,1.6586903464638434,2.754269413111216,5.137143224181763,69.80896862140159
hybrid_mult,True,False,3.4555909820103183,0.5253570214625478,1.4559526510728065,2.0644611887851028,5.687276544953082,108.4173139555863
am,True,False,3.118979353684357,0.74565407529229,2.335950912726264,3.0300898278438995,4.262785925807627,5.721686056667706
gm,True,False,3.116278741514236,0.74565407529229,2.335950912726264,2.988392249408704,4.253635503694306,5.611777432395622
hm,True,False,3.1170462554214566,0.74565407529229,2.335950912726264,3.0002826892162084,4.261332130529185,5.610896674041846
scaling,True,False,,,,,,
anthony,True,False,,,,,,
diff,True,False,3.1600297587599857,0.74565407529229,2.335950912726264,3.1158194921233324,4.5095480998857385,6.20358734339577
