,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,True,1.982873978617238,0.2677063067368168,0.7359800721939872,1.30503299234583,3.265237782731621,5.225578117937445
poly2,True,True,1.9828739786334573,0.2677063067368168,0.73598007219464,1.3050329923458297,3.2652377827316155,5.225578117937445
poly3,True,True,1.9828739785867449,0.2677063067368168,0.7359800722020391,1.3050329923458297,3.2652377827315693,5.225578117937445
exp,True,True,1.9906835546409758,0.278348774275086,0.735980071795889,1.4305226117943886,3.2652377883065222,5.225578117937445
log,True,True,1.9828739785609923,0.2677063067368168,0.7359800722034857,1.30503299234583,3.2652377827315697,5.225578117937445
power,True,True,1.982873978626111,0.2677063067368168,0.7359800721903417,1.305032992351319,3.2652377827315693,5.225578117937445
mult,True,True,1.982873978626111,0.2677063067368168,0.7359800721903417,1.305032992351319,3.2652377827315693,5.225578117937445
hybrid_mult,True,True,1.9828739786284544,0.2677063067368168,0.7359800721939863,1.305032992346439,3.265237782664276,5.225578117937445
am,True,True,1.982873978617238,0.2677063067368168,0.7359800721939872,1.30503299234583,3.265237782731621,5.225578117937445
gm,True,True,1.982873978617238,0.2677063067368168,0.7359800721939872,1.30503299234583,3.265237782731621,5.225578117937445
hm,True,True,1.9828739786172387,0.2677063067368168,0.7359800721939875,1.30503299234583,3.2652377827316217,5.225578117937445
