,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,0.4934990450199996,3.552713678800501e-15,0.165650228980055,0.3313004582499141,0.6862652618168875,1.7984882475974189
poly2,False,False,0.49349905342337874,3.0940010547120684e-10,0.1656502339267852,0.331300453235118,0.6862653166356715,1.7984881993761836
poly3,False,False,0.4934990533545026,7.771181666379614e-11,0.1656502335759647,0.3313004728033916,0.6862652623369604,1.798488253288746
exp,False,False,0.5833976309997013,5.801557143511545e-15,0.1642914273629632,0.4877494303434154,1.025219523134874,1.6341491629647316
log,False,False,0.49349905309794506,3.6259732146947156e-16,0.1656502324101191,0.3313004678535776,0.6862652548395475,1.798488242474646
power,False,False,1.0698168393456509,8.208645989907719e-16,0.1656502325818972,0.329375227212297,2.4019941768827406,3.8747537329790296
mult,True,True,0.4081387462873563,0.0,0.1071725269624404,0.1503745447185564,0.4988051682341682,1.634147152784171
hybrid_mult,False,False,0.5812744119682877,5.637776214034212e-15,0.1529523850512351,0.2908840295209308,1.183148570083478,2.5045751776008367
am,False,False,1.8162467508395137,0.3080710962826429,0.5751769344000605,1.136560140690291,3.678575876632475,5.319858044376296
gm,False,False,1.581877014030316,0.1987601538410436,0.3850378238252021,0.4921800179292965,3.459905563953577,5.062795875423245
hm,False,False,1.5143167700604594,0.173270088942953,0.2791836302024158,0.5051426618866401,3.184485374574247,4.725101318951069
