train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,flores,8.406334854467168,-2.8658462427801455e-09,-8.017439416026741e-06,5.9192452763301414e-08,-3.5773051460495293e-06,1.062721795887516e-06,2.117232514349272e-05,5.769704117078645,6.4087162435892955
gov,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.500650917529075,-7.008910151920455e-10,0.03554299871248177,0.27969849855865764,0.09211391929924,-0.29128645769015804,0.05329765510868675,10.007716740851635,10.321011599140027
bible,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.985328546795877,0.002364070911036464,-1.1501161200016969e-05,-5.364806285532905e-07,4.783251904362753e-07,-1.4039590672972105e-09,-3.833040851657009e-06,7.535688030323541,7.574367261713513
bible,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
