train set,train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,16.734486926168803,6.0,6.0,-0.055471317665822216,-4.424818200842346,-4.43402034640564,0.5016521330181776,8.055722610394973,8.44169016535425
gov,10,39.74589050397999,1.4267767105199745,1.1507967477636498,-0.788463718936615,-0.45472252284942316,-1.0420041302314451,-1.6168498314766349,13.95729996203598,14.666625638750677
gov,25,20.64724649475431,2.5554526610860666,2.394048805676766,-1.3287554071279393,-0.9315348382249996,-0.6704300155607543,-2.2269714921208754,15.323779632778313,16.08852910092294
gov,50,15.973523028747909,0.16363347695370495,0.19660423682864367,-0.7575087962119337,0.5177490165571554,-0.10055345658738324,0.20214550358755645,17.182031958483012,17.875015592432966
bible,1,11.296494256301036,3.437445928032161,3.2331114962915857,-0.07766935832954927,-1.896005581305026,-3.9864825701755495,2.565598976996759,7.742494686475856,7.954347362495599
bible,10,16.05613647278207,1.2301194500781956,0.9726426801440051,-0.23876215768107237,-0.062273215394392574,-1.9785156172823666,1.0804768468486423,12.330396047641758,12.679284685526302
bible,25,13.663663466616054,1.2567324565775353,1.0755491771862111,-0.25726462150685403,-0.1488640698362753,-1.6127539670189353,0.9757622044427511,14.151701903114178,14.543486094180247
