train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,loo rmse
cc_align,100,bible,1,bible,18.261045201965434,-2.250273436756699,17.108633975552934,-28.507797101416198,14.184287681839416,31.126714520672987,27.100032971560772,1.4560219778561074,1.6721242395307294
cc_align,100,bible,1,gov,6.585685030986243,0.39081511723174645,-7.102536243773101,2.8059054250969004,-2.335920760996104,-4.849605160944066,-3.4306906117357046,0.3178049716414141,0.31937438554415637
cc_align,100,bible,10,flores,12.963868981896402,-1.7178852303299212,-4.540251373667601,2.894598651151094,-12.682015028468424,-9.641196598227992,-2.8895874385307687,0.4527692569068716,0.4909175082908694
cc_align,100,bible,10,bible,-27.37357067782653,53.13005022002329,52.99301288502269,-76.31614840022146,53.220538405649634,17.405417019087235,-2.4441478128922367,2.3052114870441542,2.5304169084611634
cc_align,100,bible,10,gov,11.737654766158277,-3.557924701845191,-0.5736428245765451,-1.0524553246152955,-9.777700745496963,-6.49423171051994,-3.17929018681957,0.3361547262794332,0.42071363046092675
cc_align,100,bible,25,flores,14.756453109631767,0.2977912853127016,-9.4038450128652,5.7452079130704305,-15.40686854599494,-11.229019966862499,-6.0346357670408635,0.5000000000000067,0.5753259846853044
cc_align,100,bible,25,bible,100.66524240016435,-95.48258546082474,-38.38215238746042,42.95522963296664,31.15319691266065,41.111797219580076,25.860926653320853,2.0518284528683273,2.222386219302743
cc_align,100,bible,25,gov,14.988790645015852,-10.121120762955702,5.1092653213341945,-1.876930937832371,-11.685563557317277,-9.612099182511995,-2.935046271959976,0.4393176527297768,0.5805170045794306
gov,25,bible,1,flores,9.357045049388393,-1.4733908302607417,-0.4445153324091389,-0.06716957054247258,-11.35585953755564,-6.856696317793458,-3.6336574659227026,0.4909175083453438,0.5069516736527772
gov,25,bible,1,bible,-44.68464726987753,78.48438522205078,38.58431870952769,-71.32641772536228,40.51397282707221,0.5555525448739891,-7.845571322082069,1.1734564329364827,1.2074768411509214
gov,25,bible,1,gov,-8.783899864366484,25.074541798787216,2.7597210443195026,-12.29446917526933,-8.049621173115348,-9.966141733403845,-5.335353973316657,0.4604345773288564,0.47749345691684403
gov,25,bible,10,flores,42.43090951803296,-38.51569161813215,-12.666569672639445,21.617038649263662,-22.135062220346768,-9.267977297210031,0.33147335955180335,0.5234500931321087,0.5683309021413326
gov,25,bible,10,bible,0.9985780608023873,14.761879298257066,39.25814572951717,-53.26655893277787,54.687530427733904,5.311841099009623,24.578866496934623,2.14149480503715,2.2241849538990617
gov,25,bible,10,gov,-15.227382039707164,46.48564801235352,15.742926934831997,-30.220372477499954,-20.378365885023108,-23.44588426090123,-11.377071456936179,0.8203657720797516,1.0963573832531015
gov,25,bible,25,flores,8.155508692812077,9.635669773150969,2.6729366590756842,-6.167619917864684,-20.04212407825832,-18.48366575395214,-8.160297878919238,0.5215361924162137,0.5366563081183346
gov,25,bible,25,bible,-90.67205728915901,177.64296666347934,18.836454298702222,-97.76097125115092,39.815051922487065,33.46322052414001,12.866741160791385,1.7734147850968218,1.893673720387591
gov,25,bible,25,gov,-33.9979801935435,99.32918480866472,-34.72882411631939,-14.702737106850977,-5.3532829138824685,-55.01335209440963,-7.12802788649391,1.0867382389517755,1.5287250361652853
gov,1,bible,1,flores,11.244413968326501,-2.893477516157644,-2.9307200145502383,0.5394264153822964,-9.689543556922006,-6.8157088101050505,-1.4580004000164257,0.4604345773288536,0.47749345993362247
gov,1,bible,1,bible,4.052117430589479,18.27836077407654,9.94706988879431,-32.9069354662037,37.28030182591014,-2.060556217354746,8.546181215496299,1.4764823060233432,1.8264719584717557
gov,1,bible,1,gov,20.925801088168484,-12.490741529808762,-1.6402121735158257,2.2535590878888323,-13.789294787868501,-9.313168485211005,-4.5715869913782905,0.49091750834534376,0.6826418885090793
gov,1,bible,10,flores,6.364892252044465,10.373709765895075,-0.24514533999762356,-6.977096921238992,-10.777958723993402,-15.639203635673557,-10.201619503591523,0.3000000000000033,0.31464265323817325
gov,1,bible,10,bible,-30.845315600537063,71.7908382998099,33.06542900749092,-73.10521084591176,51.92083802278557,13.890891903388095,11.771624024900094,2.165409891915401,2.403746343293042
gov,1,bible,10,gov,38.23149222819449,-20.35154405719318,-2.8402683379944884,3.412565041373655,-25.868602279004005,-18.706121934387436,-9.559759603102226,1.7564168070250339,2.449693605200195
gov,1,bible,25,flores,0.0270483375004813,22.26485370704859,0.9166037925252993,-11.07247263260243,-16.80256790192993,-15.306704972671984,-8.061457225381766,0.4219004621945804,0.4324349671794973
gov,1,bible,25,bible,54.049482400477295,-18.511015481159795,-35.105648791934804,10.410226014739333,25.843205561504938,39.982077390720185,26.133446169647947,2.248999777679751,2.4793143803758904
gov,1,bible,25,gov,43.16375185892885,-18.27763511062434,-17.147765483981118,11.940364183475666,-30.411952786617057,-13.438939747027812,-7.245376197193396,2.026079958935485,2.863738832268065
gov,10,bible,1,flores,-8.693037537645893,23.974009063397624,3.8945613391002496,-13.42202058099287,-5.44868889160689,-11.535395001309608,-6.693336259356752,0.46043457732885373,0.47749345309751634
gov,10,bible,1,bible,-9.301844734280273,40.07546762567031,12.76773336814175,-38.68418991107666,21.24813237661823,18.368437761087776,2.416112427105486,1.0358571330063449,1.0592450914726494
gov,10,bible,1,gov,9.682583086064067,-3.4345850807789913,4.225269642013323,-3.5400098672776554,-8.928073261474212,-4.017168820833579,-18.270022971378598,0.4123105625617686,0.41352146257821
gov,10,bible,10,flores,17.714582173983086,5.354245132286183,-24.252169211534632,13.551615325788482,-20.86948516271717,-11.82111997744356,5.79530724629543,0.4604345773289185,0.4774934603911476
gov,10,bible,10,bible,79.33571251168985,-72.21841877769315,-22.731965494864202,22.106694547660545,29.920031492252612,35.150608725563224,22.90417281973201,1.9902261178068401,2.0789417992630215
gov,10,bible,10,gov,-1.8422893368429136,31.100269108910183,7.850282000889552,-21.40806370331442,-18.177747908203372,-21.503088094665706,-11.540785904006194,1.1462983904779493,1.550160734561576
gov,10,bible,25,flores,-19.90693907087394,48.701581604963046,8.63945539529238,-24.950755384038157,-14.004817978600641,-19.16196027930051,-15.085964047064277,0.4438468204234611,0.4449718986772371
gov,10,bible,25,bible,166.97344079088236,-195.98093693094458,-36.45017746987274,78.86947529103742,9.936562584835354,59.37238070177828,48.65612805677137,2.008233054204654,2.194766657546273
gov,10,bible,25,gov,41.17006622463136,-28.818201777764763,-11.378925520199498,14.552814985946032,-15.771101262546129,-22.65682915819917,-13.159714048540788,1.481215716903627,2.054020564767826
gov,50,bible,1,flores,5.963958576723108,-3.059609309488689,-1.1077627153699672,-0.12385307982690263,-0.506361492092275,0.11321112651427923,0.18277107876825807,0.6940220937885677,0.8091415088140297
gov,50,bible,1,bible,-3.7328866381728627,48.07738477836918,-14.612759333436586,-21.517758048280758,18.89620135485916,9.319980756521554,3.692875654598774,1.5513435037632817,3.8056031300570097
gov,50,bible,1,gov,1.119223437353023,3.4444878097361533,-1.3714903741224447,-1.7854818964692465,-0.6917855092975129,2.827391037418637,0.27488526188154705,0.5715476066494085,0.5715809024156743
gov,50,bible,10,flores,5.8931793010985025,1.273892209985701,-5.531444348651954,1.0095395623984837,-0.9721515633780358,0.6480855747011501,0.6250032049958576,0.6123724356957947,0.653851844851073
gov,50,bible,10,bible,7.004523079182379,35.889864643696775,-3.8069965473606593,-26.626043764232545,31.729164480721252,9.982240268681052,5.466067878709572,2.653613888015178,8.315729172113366
gov,50,bible,10,gov,0.0022223560568928047,3.335782201437355,0.861393903624248,0.7481805710226566,2.1936602748333582,0.6379291979521166,1.13887813191178,0.489897948556636,0.49326270979611286
gov,50,bible,25,flores,5.744348452041896,-4.541146846488414,2.0320742812948653,-0.8560127295738664,0.8209336237664825,0.9055325164303898,0.7418468208764727,0.5715476066494086,0.5774577085078577
gov,50,bible,25,bible,-4.003239740005272,52.856217914356066,5.765157253254198,-39.04428533044102,34.46108970959971,9.408131644894302,6.818952552721031,2.4494897427831934,5.386525199131085
gov,50,bible,25,gov,2.000908716072552,-2.4323408335508154,4.027601689870949,2.6863101795980966,1.1863006841309716,1.1080795791338027,1.0266780674906317,0.20412414523198383,0.4786326892264044
bible,25,gov,1,flores,7.312460660476841,20.499177375953636,-3.152553742210289,-10.520046541937662,-15.551833914223561,-16.603469797257187,-10.339829849626947,1.0295630140987018,1.2425777194446563
bible,25,gov,1,bible,10.899454117819417,-2.3535218302665584,15.172166735733141,-13.458884459508326,-7.449401742644918,-28.413830828686436,-9.894370193434401,0.8221921916442669,0.8221921916438654
bible,25,gov,1,gov,23.48962447168404,7.704490242484468,19.74604624013851,-23.329143252238847,-25.67905359048545,26.733607894087427,-19.0120863886237,1.4926486525636236,1.7355108824680743
bible,25,gov,10,flores,47.72751686755783,-16.600398446100428,-7.921168523478066,3.0076081674426898,-29.99068728602664,-22.590192916930775,-8.638316213089324,2.2147234590350116,2.7397082082060047
bible,25,gov,10,bible,33.31497584142345,-7.183827784523633,-7.1005360998868845,-6.762051181701963,-16.906933500709464,5.369044006640113,4.455712657233212,1.0630145812735485,1.4460290664387287
bible,25,gov,10,gov,41.44360634450308,-1.6264585738625872,-7.9319364086517385,-10.259363198603475,24.801525868508833,7.8199878614435105,-0.7446400546761085,3.2767361810192224,3.501142593759796
bible,25,gov,25,flores,47.86118679351234,-7.629402169714552,-20.479293345725694,8.87087203105635,-31.59154064777041,-20.27464556865268,-10.043805143478814,2.3505318547086387,2.8328426601310364
bible,25,gov,25,bible,22.226587064235577,1.334723294959792,8.299267496413922,-23.28536183109943,-0.7466055576979758,-4.556593139592384,-1.5237312898122404,1.549838701284752,2.1915746954982205
bible,25,gov,25,gov,-13.763167728812533,68.01928995686838,46.586831861580535,-73.99789747676138,10.433399680696667,26.279232101507034,20.732898505571782,4.120436870042143,4.33900909546662
bible,25,gov,50,flores,-12.558994152648609,50.73070022278948,-6.4850815665650465,-30.77824661422983,21.663080830778085,7.8730616866307,7.292185007064935,2.7760883751542753,3.7434930285420145
bible,25,gov,50,bible,33.00720435727994,-11.75018540932547,-12.650224090007407,6.747459824601846,-11.147009431063566,-2.151697565500187,-0.7996674154194114,0.04082482904785134,2.2660060890880547
bible,25,gov,50,gov,67.26757161404765,-12.978271554129664,-15.97413022601182,8.793032954788412,-13.751227340172377,-3.4149182379562513,-0.9582237590269943,5.51135192126233,6.630628427594888
bible,1,gov,1,flores,26.672541645898214,-4.481773461500248,-8.996552544378723,-2.001761947120465,-16.182689661350633,-10.129297022086662,-4.667033738299845,0.8602325267042679,0.896660471024036
bible,1,gov,1,bible,-1.8252052302162278,26.785062839538263,5.202521912291632,-22.940906087675742,-7.090099421406479,-10.130338551804558,-4.915304591755179,1.3209844813622926,1.6449924990698073
bible,1,gov,1,gov,43.09706172855111,-1.9607368406571783,-16.16886027862324,-7.682077293717716,-0.6382802685697415,-4.616459657130626,-8.460042265088553,2.8539446385662313,3.96408865624075
bible,1,gov,10,flores,37.29128595422109,-2.5547443211403316,3.304879144526197,-14.289493805577639,-30.05489356201235,-16.569583114732055,-9.044319539872571,1.930802941783551,2.179908629565121
bible,1,gov,10,bible,-11.795861847198388,49.672787754648596,1.387534059471076,-34.24690096447671,8.307363344677256,-15.577446542870192,-13.25176379044558,1.6519685227025376,2.330879690193578
bible,1,gov,10,gov,80.61257167996033,-48.51076000361156,-25.668551312219762,16.33984909945184,6.471033491527703,41.693158589068126,-9.881691405431202,3.2255232133719125,3.564828219519726
bible,1,gov,25,flores,7.618561432435762,54.3390611346615,-20.826911418369534,-15.96603004147148,-18.11541164179186,-34.77354320616918,-20.386713364031046,2.3214219780127934,2.7228661444919644
bible,1,gov,25,bible,23.73421647675367,-1.9806098065650604,-1.874129402068598,-13.268834798331202,-1.2449922722609572,-3.844323844750149,-1.5242759609302143,1.773414785096822,2.506192349828722
bible,1,gov,25,gov,56.91291103656356,-16.711059860230222,-18.731290517374,2.140405482247445,28.60078933814125,0.03302069665728524,13.178656979983117,3.850324661635737,4.0527768081239754
bible,1,gov,50,flores,6.555883524469366,49.12488096638883,-38.43294643413462,-8.52482854883138,5.322596358808955,0.25503711684068886,-1.4505316079481583,2.694438717061503,4.191214636341403
bible,1,gov,50,bible,15.74179228061055,-11.241120384466635,-3.0019864098685103,3.1161942731534165,9.576226427322002,1.4643889881475034,0.317609526540368,0.28577380332498253,1.365972058248186
bible,1,gov,50,gov,24.860406782085718,41.407031127728615,-50.82343583606675,10.574750540021874,29.61262964137213,12.421216112473083,7.0125388874076675,5.3480526050790465,5.966780305677114
bible,10,gov,1,flores,45.79484468350008,-38.45743457959388,-5.60031202875519,12.213284061370555,-19.00097514455982,-11.740325736453675,-3.4615857473111173,1.0963576058939681,1.2501999869991807
bible,10,gov,1,bible,24.983170301606425,-12.818071680888323,-2.596964006048226,1.9381189324500134,-18.316702115101066,-10.74380796040877,-7.196303257508518,0.8905054744357318,0.9257429560952879
bible,10,gov,1,gov,6.968800722053569,35.66707659669467,3.2651272467728276,-23.753082138011656,-2.6354277785244817,-6.934454593261869,-6.7850130852701795,1.5443445211489872,1.8638668239317686
bible,10,gov,10,flores,19.256748321441773,8.157116546789975,26.055255459003554,-29.580110678452428,-18.41054052225896,-35.55196388905036,-15.413742156112363,2.263846284534392,2.708135658870678
bible,10,gov,10,bible,-2.7710759843724944,37.733798704620035,7.833678984725164,-35.09881942901931,1.1788699021014732,-10.147987260351325,-6.960206454992228,1.4103191128253123,1.9372661291674078
bible,10,gov,10,gov,-20.632595808324968,111.06290826613227,-30.301776101352658,-36.34300098263208,13.803263139660103,16.380318656203634,7.379824335966312,3.3394610343588043,3.617733174409749
bible,10,gov,25,flores,40.861269550280575,-39.48813478210859,70.781382303488,-42.987624055585925,-28.490314973897377,-46.70584309905642,23.471384218627954,2.3564804263995462,2.8030340701853524
bible,10,gov,25,bible,40.68777819532512,-24.567532092193147,-2.3829069811639716,-6.606987192767281,1.5120041745676165,-4.912386865450694,-1.549547102792991,1.4261837188806485,2.014695967918631
bible,10,gov,25,gov,3.8307674604648216,57.07709222200715,0.6074703064845819,-37.90822486517318,28.401213249939154,7.129800874820847,2.9943896291388485,3.9310303992719398,4.149337377232218
bible,10,gov,50,flores,35.664800519886256,-5.039917341908631,-14.619259152300277,-3.757743108511008,-1.9745546833486256,-1.6039310988706101,-0.02233707649356298,2.6944387170615145,4.017066234355836
bible,10,gov,50,bible,1.7587949035697585,11.48637660159048,-0.04115897457962613,-11.036226886406505,16.478321268634208,5.1520614111481615,3.383687160427353,0.040824829046395575,2.1663419404824804
bible,10,gov,50,gov,58.6325189329558,-17.83939811917712,2.0452546837343184,-2.969219493255697,1.2454182706066415,2.21327895546031,1.2273725276863234,5.388877434123001,5.988688653303655
