language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,27.338598150757566,44.24313065873554,-55.19941336574888,-74.26988530526548,24.192496325242917,3.9845009885410656,4.069107868474337
gu,24.3228751277271,32.45272210050377,-37.265839775025356,-0.40084252786894764,-95.17693276581267,4.265161781981584,4.364537315975572
hi,33.91270182829209,15.917619365235673,-7.543274055340643,-66.99000956244963,-4.116106138741486,3.17535635936454,3.2731374002720335
si,55.763221739334064,13.876813228969452,-6.117268970609828,-199.79315013725977,172.1238049249291,2.923067419147831,3.007045711325173
ta,40.29299359445912,12.656504657503492,-4.572857087693221,-137.44781530922947,109.78830292870575,3.3752301826183495,3.4960331281406987
