train set,train set size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
gov,1,flores,42.54674364325522,29.736864780128528,4.893661550115642,-21.31371401788369,-35.26702168994267,-18.100185812305856,4.3737714791252564e-15,2.2269573395204784e-12
gov,1,bible,13.106081135312253,-0.11253342648594067,1.5322444855193633,-4.74717707584522,-4.719930548605879,-13.826545104327689,7.428171971104247e-15,8.093937032785343e-15
gov,1,gov,48.939948724711634,36.27301474875479,32.92277414962896,-7.256149548848595,-77.47064834173433,41.1802363569639,6.355287432313019e-15,6.153480596427404e-15
gov,10,flores,76.65403406768029,-4.38417384522494,-13.825451582570492,-22.18007786353021,-14.774561327725552,-72.42714593961165,7.149698361352146e-15,4.5635433489597435e-15
gov,10,bible,25.156015040968644,1.7289770947947765,0.23518194130822945,-11.417158496695828,-9.40007234095604,-19.626043131776637,7.108895957933346e-16,2.9243367197813474e-15
gov,10,gov,20.84255962163436,21.576302776691797,1.6647543958168636,44.85827580170539,-40.70246728648838,27.613569521275863,1.5014963405981538e-12,9.127086697919487e-15
gov,25,flores,86.46959598346291,-5.558989752121871,-15.548468435545415,-23.471602032864922,-14.95336308864255,-85.5542599761942,3.891802844472395e-15,5.944827041546401e-15
gov,25,bible,27.421833270744884,4.280445386933858,1.951108675117175,-13.503399738036325,-11.606266245758851,-20.459910078820116,1.8860725448616762e-14,2.5811288552551775e-14
gov,25,gov,20.558454118055362,24.212785376179855,-3.7780712641542697,57.98209890486891,-42.05296523057822,21.338798575934717,7.78360568894479e-15,4.217322243563069e-12
gov,50,flores,25.265296827768324,-1.9634249238780401,-26.89261488551603,-25.207952372175985,14.51342702344408,14.243034188144899,0.0,7.099262344877022e-09
gov,50,bible,5.123106542113203,-0.28489375279500145,-5.651208476758098,-7.9076348346748935,4.321000646644951,2.817503830611906,3.679960897386552e-15,1.0197798738063219e-10
gov,50,gov,4.021831825028319,28.19049710598321,-14.53309755408516,68.07594131877465,-17.236391740597757,-0.47275272672892077,8.043268445900155e-13,2.9276772833174536e-09
bible,1,flores,10.755798200663783,2.4414921376016414,2.6769158894391,-5.048029588514624,-7.781825313986707,-3.3409952573729234,1.6266440769045976e-15,0.15896284849903464
bible,1,bible,32.72769577404494,37.02758425101181,11.839554772076722,5.51943050092135,-68.52877586020043,57.208747220409954,6.153480596427404e-15,1.1033542287762472
bible,1,gov,7.06130261922549,5.210840867292437,0.7035335830245771,-4.254610132305124,-5.199810023577779,-3.883836403093944,5.342449643609225e-15,0.02030478421870486
bible,10,flores,15.196938013272856,1.476045302301195,0.36523833553741814,-4.581278885607407,-4.81280749533123,-16.198056662885733,1.1078601760911748e-13,0.5882722955775381
bible,10,bible,23.763901824026025,33.31056152280429,0.5684245298958663,26.517148176805634,-56.09429200507743,58.445090994583886,5.426859785202775e-15,1.033295262110995
bible,10,gov,13.128280147475415,4.642095963319197,0.9961308767784316,-6.373927107348716,-7.128458135335477,-9.170950778886223,6.012996326510578e-16,0.35283604878265984
bible,25,flores,15.771273709782543,-1.015239176971924,0.7652526241393535,-4.84990283056803,-3.5699670897294746,-16.71008463591039,7.138131429070059e-14,1.5570010893185712e-13
bible,25,bible,22.337460739361536,38.9026718452381,1.9740647352546352,25.630906950345594,-57.04451196260718,68.20164252589646,7.105427357601002e-15,3.1776437161565094e-15
bible,25,gov,14.55554754523135,1.877406238752763,0.5218063274257838,-5.229140246613127,-5.520727224869657,-14.400533729459946,7.201315970031268e-14,8.377741766802505e-14
