,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],6.83545536519067e-12,[-0.5],0.5770402382825044,[-1.0],2.481668562341422
kfold,[0.5],5.071695903675366e-12,[-0.5],1.571221540071285,[-0.5],5.155054089391192
