train set,c0,c1,c2,rmse,kfold rmse
gov,5.8575943385763063e-08,-3.699832653071293,5.927679275708682e-08,14.57305499915026,14.597403173382759
bible,-5.528704573261873e-09,-3.0203074918548465,-4.452520250118919e-09,12.075104235813438,12.073738707187863
