language to,c0,c1,c2,rmse,kfold rmse
ka,-1.5742994688572778,0.25361659248286716,-1.407812173942522,6.226852067013151,6.300742728883389
gu,2.979765321006291,0.2271873051519779,-1.36275899458193,8.239668584661722,8.337370180280795
hi,0.38175675572642237,0.20645072502980336,-1.4767830065695577,6.553301724516479,6.629356076874325
si,-0.3104538835479091,0.05059815092627006,-1.6628605805029515,2.999992611870641,3.0262506515590912
ta,-1.7439475870138768,0.11651865614002867,-1.494581950852553,3.804527075812242,3.8475091678234383
