c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
41.977000803134246,0.05417307917217304,-92.23167366419538,8.509502849883132,49.33602781487401,8.638056195455004,4.04369560144409,7.380399514262527,2.9012503640736083,1.9307368580183004,-1.775510559026876,4.525972965209356,-1.1054663045016317,0.4630290311213166,-15.49509413668788,6.291967978943732,2.220582774666129,4.270489577109974,4.353577914423357
