train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,loo rmse
cc_align,25,gov,1,flores,6.411946741398479,1.6542850978320747,7.81719431749668,-14.74710312721341,2.298332729030622,2.514457981895843
cc_align,25,gov,1,bible,-2.5645152447468234,9.595849344094036,-4.236164374460327,-1.3949467020104458,0.7220341635499902,0.7546522322494988
cc_align,25,gov,1,gov,1.380410097492747,31.174470528653696,5.562056206409261,9.934725045619345,1.7021554962262815,1.844315771126141
cc_align,25,gov,10,flores,10.954175132659309,15.032031563819125,5.631072636997319,-41.82367380586882,3.3499751242857525,3.669468589972625
cc_align,25,gov,10,bible,3.8522125452762572,-3.85438171842212,0.8196194581985092,4.160587169373866,0.9221352033912026,0.9235799904548535
cc_align,25,gov,10,gov,12.318814801570895,27.404338613192103,19.36793066409391,7.096267709124484,2.768092002324595,2.928309713192569
cc_align,25,gov,25,flores,25.325913989028862,-14.532742014278206,-5.312324562908496,-1.0516940474243688,3.411353592539709,3.7413233157765564
cc_align,25,gov,25,bible,0.3748411932779656,5.293491379969098,1.7671398038478925,-4.106974295591025,1.0454664030948133,1.0461835403582624
cc_align,25,gov,25,gov,26.04864619341909,-8.703815259781386,33.173933207743445,38.87822662033497,3.0591393125092874,3.228776832083828
cc_align,25,gov,50,flores,30.991387899147238,16.965303573174705,-75.4856995128187,-3.2209176251586404,0.32659863237109565,0.46188024410414563
cc_align,25,gov,50,bible,11.369027408355322,-19.46999286864818,8.369803558763886,1.388145295989807,0.4082482904639646,0.5773503023694188
cc_align,25,gov,50,gov,30.281315897168408,-28.006873439963762,53.58076999288052,59.41542301725829,3.6742346141747912,5.196152428838534
cc_align,25,bible,1,flores,-0.9826310479363,8.397118270825338,-6.990978712021145,1.0545327527029467,0.6792152334373349,0.6939020094852381
cc_align,25,bible,1,bible,11.024202319612215,9.695662240497764,-8.358442966362325,24.54061985943526,2.4710996202771116,2.5244800028632257
cc_align,25,bible,1,gov,0.23125046586473708,4.060064418711935,-3.7880650590875504,-1.714131283590539,0.4871686908385363,0.5152669237925083
cc_align,25,bible,10,flores,-0.0727147227204239,7.820965483245544,-3.882387407131766,-1.337369615253357,0.9430447143870416,0.9744229117437455
cc_align,25,bible,10,bible,21.911205140511143,1.4990663575743106,2.493771081578824,23.726549429873305,3.3000505046654105,3.3402094648328453
cc_align,25,bible,10,gov,-2.079093289271199,7.666114476730541,0.12396893603782777,-3.079649293205418,0.84380092438916,0.8988881250999721
cc_align,25,bible,25,flores,-0.5580439236731927,9.209935979907215,-4.634726328340493,-0.30593949459052094,1.0091250335480426,1.0229858316922829
