train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,flores,10.605062010936676,-14.9239129930377,-11.719304344157901,-6.412655824530048,2.145227260692676,2.2285352051651572
1,bible,10.252485468519334,-2.194387093609659,-2.766673662846426,-1.6728594975212505,8.400446416709084,8.572041709756567
1,gov,17.428147484419462,-14.210629954162393,-12.038773340854352,-6.721666530111003,9.572819595086534,9.85704690114676
10,flores,18.94631484578368,-22.78534799360314,-18.223439682501514,-10.022261064559467,5.161346723482185,5.3384505437435985
10,bible,13.348192464789916,3.5559788489312125,0.8870639039224585,0.19477032486398208,13.076754184492296,13.332765869702857
10,gov,18.82249897376459,-0.7410513318533593,-2.7777567304088726,-1.861239229976499,16.945792250620364,17.34550600691743
25,flores,22.073027386353353,-26.098774659436256,-20.917746319002823,-11.510632037786884,6.219686487277917,6.438574893544223
25,bible,15.073744381449336,4.754028171761456,1.5190883713965495,0.4936747428301839,14.898741557595386,15.187331328672087
25,gov,21.17846254606296,-1.3447728991614942,-3.4831547451807383,-2.277498317395046,18.823227008159126,19.26214576080984
50,flores,11.935820044283506,4.774328883133023,1.9097315417938914,0.7638921457204831,3.4185767018851227,3.8128071944366355
50,bible,1.8211935570849698,0.7284774379454184,0.291390997321744,0.11655640966750772,0.8730533902472536,0.9737596451446789
50,gov,35.58332030679012,14.233357793346167,5.693316722196108,2.2771752981681126,5.336873824836241,5.95149047985294
