model,pareto,rawlsian,gov-1-flores,gov-1-bible,gov-1-gov,gov-10-flores,gov-10-bible,gov-10-gov,gov-25-flores,gov-25-bible,gov-25-gov,gov-50-flores,gov-50-bible,gov-50-gov,bible-1-flores,bible-1-bible,bible-1-gov,bible-10-flores,bible-10-bible,bible-10-gov,bible-25-flores,bible-25-bible,bible-25-gov
linear,True,False,3.2238477016412324,1.1410521460476728,4.472306617821534,3.7568026724037065,2.395829710142188,4.790578456219572,4.128597680923746,2.874369496080836,4.554260131622873,3.824655701523751,2.335950912726264,5.6302060749636365,1.2473972903610142,3.772322839012514,0.74565407529229,2.4240462041801103,5.082656953001311,1.4676511847165867,2.754269413111216,4.889922484928297,1.6792855623746663
poly2,True,False,3.194177194408584,1.1410521460476728,4.747378309843987,3.853579829907133,2.395829710142188,5.038141583072508,4.398569131625678,2.874369496080836,4.919356253836259,3.805832772804095,2.335950912726264,5.697711128563714,1.2473972903610142,3.9875488551038143,0.74565407529229,2.4240462041801103,4.369813864017944,1.4676511847165867,2.754269413111216,4.958735456065167,1.6792855623746663
poly3,True,False,5.107641334314694,1.1410521460476728,4.878849120771653,4.051347097725459,2.395829710142188,4.879171997066334,4.566985063407526,2.874369496080836,5.609903340919245,3.993330476135759,2.335950912726264,6.361688026595204,1.2473972903610142,4.68741829185269,0.74565407529229,2.4240462041801103,4.686946756777552,1.4676511847165867,2.754269413111216,5.463354740995721,1.6792855623746663
exp,True,False,5.107641334314694,1.1410521460476728,2.975437684017482,4.554527464125687,2.395829710142188,4.385688589900743,5.2913894977213145,2.874369496080836,5.20669789994728,6.09427082830234,2.335950912726264,12.259747640593496,1.2473972903610142,3.2556534901575063,0.74565407529229,2.4240462041801103,3.797611612081117,1.4676511847165867,2.754269413111216,4.063991173172442,1.6792855623746663
log,True,False,2.7720308157807527,1.1410521460476728,4.3606988199272525,3.153410158029081,2.395829710142188,4.421500186734674,3.4296849703827665,2.874369496080836,6.250871256554989,3.6311327866509737,2.335950912726264,5.610816230176486,1.2473972903610142,3.7067499215573103,0.74565407529229,2.4240462041801103,4.256732247775419,1.4676511847165867,2.754269413111216,5.756711036195482,1.6792855623746663
power,True,True,2.250963917939764,1.1410521460476728,3.5862941061191256,2.556943729590584,1.3610113832176345,4.467739724867772,2.760526746370749,1.5150192634841406,5.056704412095887,3.635356170221204,1.034466183202305,5.382529119431112,1.2473972903610142,3.360600043001021,0.74565407529229,1.0571809461170052,4.0938188464728364,1.4676511847165867,1.0874701645051592,4.385128848272518,1.6792855623746663
mult,True,False,1.6380951305530205,1.1410521460476728,4.295082300057658,1.7261168290097764,2.395829710142188,7.135527711706391,1.6457535719000238,2.874369496080836,7.919596934315603,1.0086643492492346,2.335950912726264,4.533500007596168,1.2473972903610142,4.48163144330293,0.74565407529229,2.4240462041801103,6.140675648693938,1.4676511847165867,2.754269413111216,6.89295152398258,1.6792855623746663
hybrid_mult,True,False,1.6717653774011507,0.8136338242723196,5.3171376165628725,1.6402095596277546,1.630950643030009,11.08798551018537,1.7771834880723276,2.0644611887851028,11.582566325263864,1.0037516923876306,1.457166199626293,4.533531086190859,0.5621387729022078,5.410872854397082,0.5253570214625478,1.521840990379744,8.772942956577403,0.7443117626371357,1.829207478663916,10.23074443794997,0.9273618495495703
am,True,False,3.0350399414078515,1.1410521460476728,4.4772434859188,3.682999088914993,2.395829710142188,4.51737023730128,4.067186033364426,2.874369496080836,5.031888280378416,3.503542281572865,2.335950912726264,5.598381852706692,1.2473972903610142,3.8363714268500737,0.74565407529229,2.4240462041801103,4.287968472086972,1.4676511847165867,2.754269413111216,4.40027174832157,1.6792855623746663
gm,True,False,2.987908071268336,1.1410521460476728,4.479419408952266,3.690754329481664,2.395829710142188,4.519425336581159,4.067403768750868,2.874369496080836,5.033797279670859,3.504468804059727,2.335950912726264,5.59395636629879,1.2473972903610142,3.7153127593619577,0.74565407529229,2.4240462041801103,4.208775898132649,1.4676511847165867,2.754269413111216,4.447318663282388,1.6792855623746663
hm,True,False,2.9933983411008884,1.1410521460476728,4.612326157626105,3.701123598566648,2.395829710142188,4.52334101070264,4.004350752609188,2.874369496080836,5.0686047636346485,3.511609900347789,2.335950912726264,5.59894604858337,1.2473972903610142,3.7229152662059866,0.74565407529229,2.4240462041801103,4.261851419971706,1.4676511847165867,2.754269413111216,4.447389408347666,1.6792855623746663
