model,pareto,rawlsian,gov-1-flores,gov-1-bible,gov-1-gov,gov-10-flores,gov-10-bible,gov-10-gov,gov-25-flores,gov-25-bible,gov-25-gov,gov-50-flores,gov-50-bible,gov-50-gov,bible-1-flores,bible-1-bible,bible-1-gov,bible-10-flores,bible-10-bible,bible-10-gov,bible-25-flores,bible-25-bible,bible-25-gov
linear,True,True,2.9918725644801953,1.1410521460476728,4.51445688209463,3.719931306527606,2.3958297101421877,4.656118031384097,4.147157316199578,2.874369496080836,5.065044859029332,4.009872082480125,2.335950912726264,4.450001846136405,1.2473972903610142,3.7813485223923053,0.74565407529229,2.4240462041801103,4.778609496493208,1.4676511847165867,2.7542694131112158,4.424973128308784,1.6792855623746665
poly2,True,False,3.024600713285173,1.1410521460476728,5.340620039240292,3.7728500866681487,2.3958297101421877,4.1403033146645,4.014900353252508,2.874369496080836,4.5189038795633545,3.576078201503413,2.335950912726264,4.911605235655897,1.2473972903610142,4.440220215698883,0.74565407529229,2.4240462041801103,4.765263096211067,1.4676511847165867,2.7542694131112158,4.2430597307340205,1.6792855623746665
poly3,True,False,5.107641334314694,1.1410521460476728,4.640735041758323,3.682847833172645,2.3958297101421877,4.0930633264670355,4.42605267503625,2.874369496080836,4.203691975593675,3.577140955848596,2.335950912726264,4.717455159811469,1.2473972903610142,3.821109960285518,0.74565407529229,2.4240462041801103,4.0971369381211815,1.4676511847165867,2.7542694131112158,4.317276791736091,1.6792855623746665
exp,True,False,5.107641334314694,1.1410521460476728,3.5396315662521913,4.97899041312695,2.3958297101421877,3.0790241715679807,5.845963476504132,2.874369496080836,3.2458897645080738,8.437319661042993,2.335950912726264,46.43222980540711,1.2473972903610142,2.9307829585975003,0.74565407529229,2.4240462041801103,3.504690771542328,1.4676511847165867,2.7542694131112158,3.9022685859565227,1.6792855623746665
log,True,False,2.9833822285878515,1.1410521460476728,5.841008188543233,3.7180046994002023,2.3958297101421877,4.512842940415075,4.161966627120515,2.874369496080836,5.0639381422144725,3.0114252242511563,2.335950912726264,5.585986368777306,1.2473972903610142,4.767088853016782,0.74565407529229,2.4240462041801103,4.261759509057993,1.4676511847165867,2.7542694131112158,4.490206178375994,1.6792855623746665
power,True,False,2.343199409426236,1.1410521460476728,4.364115157801345,2.8589870458211286,2.3958297101421877,5.1910211691128145,3.2765928009501346,2.874369496080836,5.6836345976877745,3.1574231627890064,2.335950912726264,5.980735681263613,1.2473972903610142,3.9372562061327203,0.74565407529229,2.4240462041801103,4.816307384497391,1.4676511847165867,2.7542694131112158,5.192082554947392,1.6792855623746665
mult,True,False,2.671718438526127,1.1410521460476728,6.4245007865410555,2.9823449370166886,2.3958297101421877,7.939247084886602,3.5045658330088356,2.874369496080836,8.377188656143693,3.6200763056329683,2.335950912726264,19.071443622005937,1.2473972903610142,5.466130169358898,0.74565407529229,2.4240462041801103,6.9138528171383316,1.4676511847165867,2.7542694131112158,7.500814263621466,1.6792855623746665
hybrid_mult,True,False,2.8802240746074816,0.8136338242723196,5.836675976903701,4.935861267580765,1.630950643030009,6.281834284128229,4.817083840836539,2.0644611887851028,6.99946541448851,3.8073474832153464,1.457166199626293,20.6531143141459,0.5621387729022078,6.16168740390656,0.5253570214625478,1.5218409903797439,6.562063140255652,0.7443117626371357,1.829207478663916,6.832600024756278,0.9273618495495703
am,True,False,3.0609139326019807,1.1410521460476728,4.58179614314571,3.693274494145776,2.3958297101421877,4.517545347221965,4.0019487788722605,2.874369496080836,5.060629088290182,3.576161260452851,2.335950912726264,5.598949906253599,1.2473972903610142,3.7160363208553657,0.74565407529229,2.4240462041801103,4.212502604916787,1.4676511847165867,2.7542694131112158,4.398164194708032,1.6792855623746665
gm,True,False,2.987894255613568,1.1410521460476728,4.494790470944951,3.6955732827189256,2.3958297101421877,4.476996349535147,4.066978580624321,2.874369496080836,5.022485001724697,3.524885148404909,2.335950912726264,5.608303864408611,1.2473972903610142,3.871517940190142,0.74565407529229,2.4240462041801103,4.2094624174634525,1.4676511847165867,2.7542694131112158,4.405404402377828,1.6792855623746665
hm,True,False,3.005891491557937,1.1410521460476728,4.495445060823913,3.6828736305327574,2.3958297101421877,4.473427556286758,4.01001390813779,2.874369496080836,5.029088313965146,3.5323573733949543,2.335950912726264,5.59776531981029,1.2473972903610142,3.8392660925123794,0.74565407529229,2.4240462041801103,4.208104316764709,1.4676511847165867,2.7542694131112158,4.4478219842786615,1.6792855623746665
diff,True,False,2.9751035214868344,1.1410521460476728,5.098086428525049,3.9440488067478277,2.3958297101421877,3.7791161586710644,4.144053703659455,2.874369496080836,4.570455947830287,3.623344021648603,2.335950912726264,4.455406521871502,1.2473972903610142,3.9808133631768214,0.74565407529229,2.4240462041801103,4.133505986304309,1.4676511847165867,2.7542694131112158,5.055322297444233,1.6792855623746665
