model,pareto,rawlsian,gov-1-flores,gov-1-bible,gov-1-gov,gov-10-flores,gov-10-bible,gov-10-gov,gov-25-flores,gov-25-bible,gov-25-gov,gov-50-flores,gov-50-bible,gov-50-gov,bible-1-flores,bible-1-bible,bible-1-gov,bible-10-flores,bible-10-bible,bible-10-gov,bible-25-flores,bible-25-bible,bible-25-gov
linear,True,True,1.30503299234583,0.6703233050799691,2.7329674551869623,2.876069849252239,1.0275104757508693,3.405844649676108,3.265237782731621,1.1606511582345111,4.051090388169016,2.735263546107882,0.7756717518813397,5.225578117937445,0.4198213905936664,2.413158372870557,0.2677063067368168,0.7359800721939872,3.287286114708524,0.5354126134736338,0.7360555534589613,3.3766847646738585,0.6370068898982002
poly2,True,True,1.3050329923458297,0.6703233050799691,2.7329674551869423,2.8760698492522554,1.027510475943436,3.4058446496835035,3.2652377827316155,1.1606511582345105,4.051090388195837,2.735263546107882,0.7756717518813396,5.225578117937445,0.4198213904742764,2.413158373031707,0.2677063067368168,0.73598007219464,3.2872861147154997,0.5354126135277353,0.7360555534590016,3.3766847646767384,0.6370068899056306
poly3,True,True,1.3050329923458297,0.6703233050799691,2.732967455186849,2.876069849252242,1.0275104757525502,3.405844649675823,3.2652377827315693,1.1606511582349976,4.05109038734814,2.735263546107882,0.7756717518813396,5.225578117937445,0.4198213905931463,2.413158373031917,0.2677063067368168,0.7359800722020391,3.287286114714802,0.5354126134742535,0.7360555534593965,3.376684764676415,0.6370068898982207
exp,True,True,1.4305226117943886,0.6861592982323466,2.7329674551892214,2.876069849227717,1.032619030230456,3.4058446496842976,3.2652377883065222,1.164218021134226,4.051090388197042,2.735263546107882,0.7756717518813396,5.225578117937445,0.4157941504108377,2.413158372923409,0.278348774275086,0.735980071795889,3.287286114717372,0.5427974000520763,0.7360555522629342,3.376684764666714,0.6370069384332985
log,True,True,1.30503299234583,0.6703233050799691,2.732967455029884,2.8760698492522363,1.0275104757527629,3.4058446485312666,3.2652377827315697,1.1606511582380574,4.051090388195916,2.735263546107882,0.7756717518813397,5.225578117937445,0.4198213905912626,2.4131583729888937,0.2677063067368168,0.7359800722034857,3.2872861147002843,0.5354126134746157,0.7360555534590737,3.3766847646439966,0.6370068898982508
power,True,True,1.305032992351319,0.6703233050799691,2.732967455186964,2.8760698492037218,1.0275104757508693,3.405844649683509,3.2652377827315693,1.1606511582345105,4.051090388195916,2.735263546107882,0.7756717518813396,5.225578117937445,0.4198213905936853,2.413158373059588,0.2677063067368168,0.7359800721903417,3.2872861147152994,0.5354126134736336,0.7360555534588638,3.376684764676888,0.6370068898982002
mult,True,True,1.305032992351319,0.6703233050799691,2.732967455186964,2.8760698492037218,1.0275104757508693,3.405844649683509,3.2652377827315693,1.1606511582345105,4.051090388195916,2.735263546107882,0.7756717518813396,5.225578117937445,0.4198213905936853,2.413158373059588,0.2677063067368168,0.7359800721903417,3.2872861147152994,0.5354126134736336,0.7360555534588638,3.376684764676888,0.6370068898982002
hybrid_mult,True,True,1.305032992346439,0.6703233050799691,2.732967455186966,2.8760698492495163,1.0275104757507143,3.405844649683508,3.265237782664276,1.1606511582345105,4.05109038819627,2.735263546107882,0.7756717518813396,5.225578117937445,0.4198213905936775,2.4131583730384345,0.2677063067368168,0.7359800721939863,3.287286114808262,0.5354126134736332,0.7360555534589613,3.3766847646767384,0.6370068898982001
am,True,True,1.30503299234583,0.6703233050799691,2.7329674551869623,2.876069849252239,1.0275104757508693,3.405844649676108,3.265237782731621,1.1606511582345111,4.051090388169016,2.735263546107882,0.7756717518813397,5.225578117937445,0.4198213905936664,2.413158372870557,0.2677063067368168,0.7359800721939872,3.287286114708524,0.5354126134736338,0.7360555534589613,3.3766847646738585,0.6370068898982002
gm,True,True,1.30503299234583,0.6703233050799691,2.7329674551869623,2.876069849252239,1.0275104757508693,3.405844649676108,3.265237782731621,1.1606511582345111,4.051090388169016,2.735263546107882,0.7756717518813397,5.225578117937445,0.4198213905936664,2.413158372870557,0.2677063067368168,0.7359800721939872,3.287286114708524,0.5354126134736338,0.7360555534589613,3.3766847646738585,0.6370068898982002
hm,True,True,1.30503299234583,0.6703233050799691,2.7329674551869645,2.8760698492522394,1.0275104757508693,3.405844649676109,3.2652377827316217,1.1606511582345111,4.051090388169016,2.735263546107882,0.7756717518813396,5.225578117937445,0.4198213905936668,2.413158372870569,0.2677063067368168,0.7359800721939875,3.287286114708525,0.5354126134736337,0.7360555534589613,3.376684764673859,0.6370068898982002
