model,pareto,rawlsian,gov-1-flores,gov-1-bible,gov-1-gov,gov-10-flores,gov-10-bible,gov-10-gov,gov-25-flores,gov-25-bible,gov-25-gov,gov-50-flores,gov-50-bible,gov-50-gov,bible-1-flores,bible-1-bible,bible-1-gov,bible-10-flores,bible-10-bible,bible-10-gov,bible-25-flores,bible-25-bible,bible-25-gov
linear,True,True,3.0843057399014016,1.1410521460476728,4.797465943945973,3.933555315411754,2.395829710142188,4.580127525235072,4.229675694068073,2.874369496080836,5.033048876855798,3.8102811065276447,2.335950912726264,4.986773688387127,1.2473972903610142,4.040584911465987,0.74565407529229,2.4240462041801103,4.07399865923497,1.4676511847165867,2.754269413111216,4.49805060625117,1.6792855623746663
poly2,True,False,5.107641334314694,1.1410521460476728,4.957210704167425,4.034432098832119,2.395829710142188,4.858047778375052,4.449874314806551,2.874369496080836,5.346191060370156,3.98775068129888,2.335950912726264,4.9817135897192335,1.2473972903610142,4.156839130981473,0.74565407529229,2.4240462041801103,4.606206752266761,1.4676511847165867,2.754269413111216,4.795264516219505,1.6792855623746663
poly3,True,False,5.107641334314694,1.1410521460476728,5.181753281395507,4.16133079488861,2.395829710142188,5.143791501870876,4.546208470924111,2.874369496080836,5.609502905338929,3.917675427619488,2.335950912726264,5.433875241326191,1.2473972903610142,4.199516404736775,0.74565407529229,2.4240462041801103,4.857577091472601,1.4676511847165867,2.754269413111216,4.864789895415329,1.6792855623746663
exp,True,False,5.107641334314694,1.1410521460476728,3.9484917168612097,5.029916425761832,2.395829710142188,3.159714586789827,6.196888345370359,2.874369496080836,3.6905483424496026,6.199961782194718,2.335950912726264,9.747790341631593,1.2473972903610142,3.033356366389796,0.74565407529229,2.4240462041801103,3.485228838304931,1.4676511847165867,2.754269413111216,3.146280500775515,1.6792855623746663
log,True,False,2.7791029231019,1.1410521460476728,4.361061790495487,3.4000421545551065,2.395829710142188,5.212144754168095,3.5188393147624866,2.874369496080836,6.375576563368479,3.443500651957694,2.335950912726264,6.572270705345403,1.2473972903610142,4.077918550160487,0.74565407529229,2.4240462041801103,4.390293925908112,1.4676511847165867,2.754269413111216,6.1369921588726335,1.6792855623746663
power,True,False,2.219911181864428,1.1410521460476728,3.4123772159790624,3.376246925445909,1.270641532790196,3.8657522004629703,2.8723500685715053,1.4329693636849778,4.592118941056893,2.124170561318655,0.8982899494396065,5.043086125919199,1.2473972903610142,3.0784818678532893,0.74565407529229,0.886870102969683,3.8897387571064352,1.4676511847165867,0.9222427348275848,3.786352966519006,0.859391630350078
mult,True,False,1.8102633894709657,1.1410521460476728,4.363842119864626,1.5282086155651615,2.395829710142188,7.686594807928429,1.3677070519865075,2.874369496080836,8.478846223179891,2.955685408986031,2.335950912726264,2.060560611065948,1.2473972903610142,4.288596058591372,0.74565407529229,2.4240462041801103,6.029794965459636,1.4676511847165867,2.754269413111216,7.045857310721411,1.6792855623746663
hybrid_mult,True,False,1.671724986214434,0.8136338242723196,4.775692480665114,1.557959048131938,1.630950643030009,8.660596916150379,1.45473910251932,2.0644611887851028,9.387810646862452,3.13278222321821,1.457166199626293,2.6717130381222662,0.5621387729022078,4.650461638860045,0.5253570214625478,1.521840990379744,6.652723055904165,0.7443117626371357,1.829207478663916,7.95369328262372,0.9273618495495703
am,True,False,3.0845834263332708,1.1410521460476728,4.582278741851703,3.682487828205125,2.395829710142188,4.480414904895877,4.084975860112428,2.874369496080836,5.036790273473072,3.50829018104496,2.335950912726264,5.647243433524358,1.2473972903610142,3.714732924657891,0.74565407529229,2.4240462041801103,4.26519828600626,1.4676511847165867,2.754269413111216,4.407088020884941,1.6792855623746663
gm,True,False,2.988392249408704,1.1410521460476728,4.48546594369351,3.682914428713483,2.395829710142188,4.524359808364174,4.007724660253007,2.874369496080836,5.033555108536103,3.575816319805293,2.335950912726264,5.611777432395622,1.2473972903610142,3.724033313852838,0.74565407529229,2.4240462041801103,4.253635503694306,1.4676511847165867,2.754269413111216,4.446436646369206,1.6792855623746663
hm,True,False,2.988729667415015,1.1410521460476728,4.580913979344867,3.705324047055471,2.395829710142188,4.484213465085412,4.013728638801342,2.874369496080836,5.041196707351502,3.576367585477958,2.335950912726264,5.610896674041846,1.2473972903610142,3.741671642867067,0.74565407529229,2.4240462041801103,4.22029771597506,1.4676511847165867,2.754269413111216,4.442514750363715,1.6792855623746663
