model,pareto,rawlsian,gov-1-flores,gov-1-bible,gov-1-gov,gov-10-flores,gov-10-bible,gov-10-gov,gov-25-flores,gov-25-bible,gov-25-gov,gov-50-flores,gov-50-bible,gov-50-gov,bible-1-flores,bible-1-bible,bible-1-gov,bible-10-flores,bible-10-bible,bible-10-gov,bible-25-flores,bible-25-bible,bible-25-gov
linear,True,False,2.2384280198389224,0.7873753869645339,2.6219000743735674,3.324027677381773,1.2562006209230587,2.7097675177033187,3.801662794095404,1.4269407836358492,3.3205421244141675,0.4303314829504183,0.0430331482911922,3.743883901333838,0.591607978245974,2.6360569599835526,0.4228431107346858,0.9517527690179493,3.321464982448184,0.7711223181227026,0.850740853600109,3.521227058846478,0.7988992427067866
poly2,True,False,2.2384280198337048,0.7873753869660761,2.6219000743735754,3.324027677381766,1.2562006209201595,2.709767517699988,3.801662794094188,1.426940783634557,3.320542123509977,0.4303314829119309,0.0430331482911917,3.743883901334249,0.5916079783099003,2.6360569599870685,0.4228431107353046,0.9517527690080182,3.3214649824482625,0.7711223182021035,0.8507408536093256,3.521227058853188,0.7988992427083752
poly3,True,False,2.2384280198389424,0.7873753869660898,2.6219000743734613,3.32402767738175,1.2562006209201833,2.70976751770322,3.8016627940941863,1.4269407836347352,3.320542124400649,0.430331482911409,0.0430331482912351,3.743883901333836,0.5916079783098847,2.6360569599053583,0.4228431107352894,0.951752769017608,3.3214649824482656,0.7711223182022459,0.8507408536093385,3.5212270588532477,0.7988992427083628
exp,True,False,2.238428019914855,0.7873753853402045,2.6219000734659232,3.3240276773817627,1.25620062091838,2.7097675177033187,3.801662794094112,1.4269407836342725,3.3205421244128197,0.4303314828773062,0.0430331482911937,3.74388390133384,0.5916079783099615,2.636056958360937,0.422843110735259,0.9517527690179466,3.321464982448202,0.7711223182022702,0.8507408536093707,3.521227058853205,0.7988992415296808
log,True,True,2.2384280196935813,0.7873753869660659,2.621900074033634,3.3240276773798803,1.2562006209199923,2.7097675177033462,3.8016627900614592,1.4269407836347172,3.320542124412819,0.4303314829127652,0.0430331482911933,3.743883901330416,0.5916079783090185,2.636056959987048,0.422843110735261,0.9517527689464536,3.3214649824461007,0.7711223182005642,0.8507408536078639,3.5212270588370487,0.7988992427083951
power,True,False,2.2384280198389224,0.7873753869660897,2.621900074373543,3.324027677381764,1.2562006209200822,2.7097675165671764,3.801662794094516,1.426940783634696,3.320542123367266,0.4303314829119355,0.0430331482909111,3.743883901326577,0.5916079748241426,2.636056959987057,0.4228431107352893,0.951752769016472,3.3214649824453493,0.7711223182004182,0.8507408536093694,3.5212270588474266,0.7988992427090756
mult,True,False,2.2384280198389224,0.7873753869660897,2.621900074373543,3.324027677381764,1.2562006209200822,2.7097675165671764,3.801662794094516,1.426940783634696,3.320542123367266,0.4303314829119355,0.0430331482909111,3.743883901326577,0.5916079748241426,2.636056959987057,0.4228431107352893,0.951752769016472,3.3214649824453493,0.7711223182004182,0.8507408536093694,3.5212270588474266,0.7988992427090756
hybrid_mult,True,False,2.228165939595566,0.7882438621313111,3.706520902479913,3.324027677381764,1.2562006216071058,3.7178188457382952,3.801662794094208,1.4269407836348071,4.420130046559192,0.4303314829119355,0.043033148290553,5.306941741469631,0.5932480876533199,2.7894273035215944,0.4134984346752186,0.9473307263085924,3.399742387655513,0.7554921658919674,0.8481275208520068,3.7201934798531866,0.7949394100923831
am,True,False,2.2384280198389224,0.7873753869645339,2.6219000743735674,3.324027677381773,1.2562006209230587,2.7097675177033187,3.801662794095404,1.4269407836358492,3.3205421244141675,0.4303314829504183,0.0430331482911922,3.743883901333838,0.591607978245974,2.6360569599835526,0.4228431107346858,0.9517527690179493,3.321464982448184,0.7711223181227026,0.850740853600109,3.521227058846478,0.7988992427067866
gm,True,False,2.2384280198389224,0.7873753869645339,2.6219000743735674,3.324027677381773,1.2562006209230587,2.7097675177033187,3.801662794095404,1.4269407836358492,3.3205421244141675,0.4303314829504183,0.0430331482911922,3.743883901333838,0.591607978245974,2.6360569599835526,0.4228431107346858,0.9517527690179493,3.321464982448184,0.7711223181227026,0.850740853600109,3.521227058846478,0.7988992427067866
hm,True,False,2.2384280198389224,0.7873753869645339,2.6219000743735674,3.324027677381773,1.2562006209230587,2.7097675177033187,3.801662794095404,1.4269407836358492,3.3205421244141675,0.4303314829504183,0.0430331482911922,3.743883901333838,0.591607978245974,2.6360569599835526,0.4228431107346858,0.9517527690179493,3.321464982448184,0.7711223181227026,0.850740853600109,3.521227058846478,0.7988992427067866
