model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,False,8.205749384104623,14.085971267666345,15.469726737271014,17.56533255252427,7.817229086215784,12.434412707849608,14.2692144039921
poly2,False,False,8.205749116782693,14.085971501112493,15.469727390016292,17.565331279546545,7.81722922034793,12.434411947633135,14.269214249724934
poly3,False,False,8.20574908917234,14.08597211746573,15.469727639740665,17.565331810503196,7.817229104405223,12.434412335837765,14.269214101518974
exp,True,False,8.203934675550881,14.085988575051022,15.469804417757596,17.53695185051475,7.816757134554855,12.4344392062122,14.268963573491249
log,True,False,8.205748800820874,14.085972087471566,15.469728694231282,17.565330462821372,7.817229526180446,12.434412126521718,14.269214330899349
power,True,False,8.205748915861763,14.085971568623512,15.469727109598404,17.56533139248411,7.817229040010008,12.434412767813052,14.26921453836762
hmult,True,True,8.205749030569226,14.085964157994912,15.46972289278238,17.50387026531682,7.817229103177356,12.434191007398198,14.26651227862401
